"Wave","Country","Ethnic","attack_recode_bin","educ","lage","sex","urban_recode","ruling_supporter","employment_recode","eth_id_bin","ethfrac","polity2","civil","separatist","intim_recode_bin","primary","latentmean","violence_recode","violence_willing","distance","weights","subclass"
5,"Burundi","Hutu",0,2,3.13549421592915,2,2,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0325211404060265,0.200587773667099,315
5,"Burundi","Hutu",0,2,3.09104245335832,1,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0458711682274455,2.34687695190506,83
5,"Burundi","Hutu",0,2,3.73766961828337,1,1,2,2,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0367323529581772,3.91146158650843,1333
5,"Burundi","Hutu",0,2,3.46573590279973,2,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0333829107840793,0.153390650451311,1117
5,"Burundi","Hutu",0,2,3.09104245335832,2,1,2,1,1,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0354294214375222,0.488932698313554,225
5,"Burundi","Hutu",0,2,3.46573590279973,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0308551297952031,0.355587416955312,1217
5,"Burundi","Hutu",0,1,4.0943445622221,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0338060402189123,0.177793708477656,1692
5,"Burundi","Hutu",0,2,3.36729582998647,2,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0339092489794768,0.447024181315249,723
5,"Burundi","Hutu",0,4,2.99573227355399,1,1,2,1,0,0.0355106592178345,6,1,1,2,1,-0.770333109179308,0,0,0.0413564058561582,1.3805158540618,43
5,"Burundi","Hutu",0,0,3.8286413964891,2,2,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0355220288082019,0.977865396627108,1545
5,"Burundi","Hutu",0,2,3.2188758248682,2,1,2,1,1,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0347179844004671,0.447024181315249,723
5,"Burundi","Hutu",0,3,3.55534806148941,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0465138622783842,0.869213685890763,872
5,"Burundi","Hutu",0,3,3.2188758248682,2,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0350407810340538,0.447024181315249,723
5,"Burundi","Tutsi",1,4,4.06044301054642,1,2,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0323037397062772,1,1786
5,"Burundi","Hutu",0,3,2.99573227355399,2,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.041658631461509,0.920343902707866,263
5,"Burundi","Hutu",0,2,3.55534806148941,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0371655734967739,1.06676225086594,917
5,"Burundi","Hutu",1,3,3.13549421592915,1,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0400841392830725,1,43
5,"Burundi","Hutu",0,2,3.17805383034795,1,2,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0452489633965091,0.601763321001297,573
5,"Burundi","Hutu",0,3,3.43398720448515,2,2,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.031301091595726,0.355587416955312,1217
5,"Burundi","Hutu",0,2,3.2188758248682,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0485851984245065,0.601763321001297,486
5,"Burundi","Hutu",0,3,3.55534806148941,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.037510242706817,1.06676225086594,917
5,"Burundi","Hutu",0,2,3.91202300542815,1,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0324676038706272,0.340127094478994,1786
5,"Burundi","Hutu",1,0,3.09104245335832,2,2,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0321497858863375,1,315
5,"Burundi","Hutu",0,5,3.76120011569356,1,2,1,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0424357750713123,2.13352450173187,1356
5,"Burundi","Hutu",0,0,3.91202300542815,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.028204034014286,0.601763321001297,1965
5,"Burundi","Hutu",0,0,3.55534806148941,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0452545279233535,0.869213685890763,872
5,"Burundi","Tutsi",0,3,3.17805383034795,2,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0352684814657489,0.447024181315249,723
5,"Burundi","Tutsi",1,1,4.18965474202643,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0272321317695789,1,2267
5,"Burundi","Tutsi",0,2,3.2188758248682,1,2,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0449598299009128,0.601763321001297,573
5,"Burundi","Hutu",0,2,3.43398720448515,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0378863782291642,1.06676225086594,917
5,"Burundi","Hutu",0,0,3.09104245335832,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0486704931207061,0.711174833910624,4
5,"Burundi","Hutu",0,3,3.04452243772342,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0333024780756066,0.200587773667099,315
5,"Burundi","Hutu",0,3,3.43398720448515,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0474070447572807,0.869213685890763,872
5,"Burundi","Hutu",0,3,3.04452243772342,2,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0413394836714628,0.920343902707866,263
5,"Burundi","Tutsi",0,4,3.29583686600433,2,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0349372255075017,0.447024181315249,723
5,"Burundi","Tutsi",0,5,3.40119738166216,2,1,1,2,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0437706266698999,1.95573079325422,1094
5,"Burundi","Tutsi",0,5,3.58351893845611,1,1,1,2,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.047969985473138,1.11756045328812,894
5,"Burundi","Hutu",0,2,3.58351893845611,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0327635107072035,0.153390650451311,1117
5,"Burundi","Hutu",0,0,2.94443897916644,2,2,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.03290847950156,0.200587773667099,315
5,"Burundi","Hutu",0,2,2.99573227355399,2,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0359689732198699,0.488932698313554,225
5,"Burundi","Hutu",0,0,2.94443897916644,2,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0408544184894686,0.920343902707866,263
5,"Burundi","Hutu",1,2,3.13549421592915,1,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0455522896276146,1,83
5,"Burundi","Hutu",1,2,3.3322045101752,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0385012382971962,1,528
5,"Burundi","Hutu",0,2,3.40119738166216,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0337270867471928,0.153390650451311,1117
5,"Burundi","Hutu",0,2,2.99573227355399,2,2,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0332521097551808,0.200587773667099,315
5,"Burundi","Hutu",0,3,3.46573590279973,2,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0386799126202422,0.869213685890763,1162
5,"Burundi","Hutu",0,2,3.04452243772342,1,1,1,2,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.050779362478197,7.82292317301686,25
5,"Burundi","Hutu",0,3,3.95124371858143,1,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0404331553498484,1.73842737178153,1734
5,"Burundi","Hutu",0,4,3.13549421592915,1,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0404547377014923,1.3805158540618,43
5,"Burundi","Hutu",1,4,3.09104245335832,1,1,2,2,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0414410977013667,1,63
5,"Burundi","Hutu",0,1,4.02535169073515,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0279571082910693,0.601763321001297,1965
5,"Burundi","Hutu",0,1,4.02535169073515,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0341785967864123,0.177793708477656,1692
5,"Burundi","Hutu",0,5,2.94443897916644,1,2,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,1,0.0389173406374791,0.521528211534458,136
5,"Burundi","Hutu",0,4,2.89037175789616,2,2,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0344458137146472,0.200587773667099,315
5,"Burundi","Tutsi",0,2,3.40119738166216,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0472178724201715,0.869213685890763,872
5,"Burundi","Tutsi",0,1,3.97029191355212,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0282042239054181,0.601763321001297,1965
5,"Burundi","Tutsi",1,1,3.58351893845611,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0454691651940978,1,872
5,"Burundi","Tutsi",0,2,3.85014760171006,1,2,2,2,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0333582438477302,1.30382052883614,1437
5,"Burundi","Hutu",0,1,3.63758615972639,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0321828932942769,0.153390650451311,1117
5,"Burundi","Hutu",0,2,4.00733318523247,1,1,2,1,1,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0345953852093323,0.177793708477656,1692
5,"Burundi","Hutu",0,0,3.46573590279973,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0302867685903203,0.355587416955312,1217
5,"Burundi","Hutu",0,0,3.91202300542815,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0344785235083372,0.177793708477656,1692
5,"Burundi","Hutu",0,3,3.98898404656427,1,1,2,1,1,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0350189091883902,0.177793708477656,1692
5,"Burundi","Tutsi",0,3,3.85014760171006,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0444104384575748,0.521528211534458,1270
5,"Burundi","Hutu",0,5,3.61091791264422,2,1,1,2,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0423496268750507,1.95573079325422,1094
5,"Burundi","Tutsi",0,4,3.40119738166216,1,1,1,2,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.048909960845323,1.11756045328812,894
5,"Burundi","Twa",0,0,4.0943445622221,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0334942232380147,0.177793708477656,1692
5,"Burundi","Hutu",0,1,3.58351893845611,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0324609866461993,0.153390650451311,1117
5,"Burundi","Hutu",0,0,4.38202663467388,1,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0295700831186678,2.23512090657625,2132
5,"Burundi","Tutsi",0,4,3.13549421592915,2,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0358372555527801,0.488932698313554,225
5,"Burundi","Tutsi",0,3,3.49650756146648,1,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0378611542702961,1.06676225086594,917
5,"Burundi","Tutsi",0,3,3.43398720448515,2,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0338641310182749,0.153390650451311,1117
5,"Burundi","Hutu",1,3,3.68887945411394,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0455496107248629,1,1270
5,"Burundi","Hutu",0,2,3.49650756146648,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0332200054825335,0.153390650451311,1117
5,"Burundi","Hutu",0,2,3.09104245335832,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0399965356946147,1.3805158540618,43
5,"Burundi","Hutu",0,2,2.89037175789616,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0365746245287972,0.488932698313554,225
5,"Burundi","Hutu",0,3,3.52636052461616,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0376827255294416,1.06676225086594,917
5,"Burundi","Hutu",0,2,3.40119738166216,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0472178724201715,0.869213685890763,872
5,"Burundi","Hutu",0,0,3.3322045101752,1,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0377975263991795,1.3805158540618,528
5,"Burundi","Hutu",0,2,3.55534806148941,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0304174929908341,0.355587416955312,1217
5,"Burundi","Hutu",0,2,2.94443897916644,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0362626104568364,0.488932698313554,225
5,"Burundi","Hutu",0,2,3.25809653802148,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0345024819646191,0.447024181315249,723
5,"Burundi","Hutu",0,0,4.0943445622221,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0334942232380147,0.177793708477656,1692
5,"Burundi","Hutu",0,2,3.40119738166216,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0472178724201715,0.869213685890763,872
5,"Burundi","Hutu",0,2,3.17805383034795,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0488964527467257,0.601763321001297,486
5,"Burundi","Hutu",0,0,3.3322045101752,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0334727568734691,0.447024181315249,723
5,"Burundi","Hutu",0,0,3.73766961828337,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0439766038535081,0.521528211534458,1270
5,"Burundi","Hutu",0,5,3.55534806148941,2,2,1,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0388454124973406,0.869213685890763,1162
5,"Burundi","Hutu",0,2,3.46573590279973,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0333829107840793,0.153390650451311,1117
5,"Burundi","Hutu",0,4,2.89037175789616,1,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0420488148596769,1.3805158540618,43
5,"Burundi","Hutu",0,3,3.13549421592915,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0355073917574457,0.488932698313554,225
5,"Burundi","Hutu",0,2,3.63758615972639,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0324829126421379,0.153390650451311,1117
5,"Burundi","Hutu",0,1,3.2188758248682,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0388375720687333,1.3805158540618,528
5,"Burundi","Hutu",1,1,4.24849524204936,1,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0304889433253812,1,2132
5,"Burundi","Hutu",0,4,4.00733318523247,1,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0352416633939768,0.177793708477656,1692
5,"Burundi","Hutu",0,3,3.76120011569356,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.045035347807888,0.521528211534458,1270
5,"Burundi","Hutu",0,4,3.46573590279973,2,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,1,0.0340073365503595,0.153390650451311,1117
5,"Burundi","Hutu",0,4,3.3322045101752,1,1,1,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.048610239561828,0.601763321001297,486
5,"Burundi","Hutu",0,4,3.58351893845611,2,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,1,0.0333767506772893,0.153390650451311,1117
5,"Burundi","Hutu",0,4,3.13549421592915,1,1,2,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0404547377014923,1.3805158540618,43
5,"Burundi","Hutu",0,0,3.91202300542815,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.028204034014286,0.601763321001297,1965
5,"Burundi","Tutsi",0,4,2.94443897916644,2,2,1,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0423841936913129,0.920343902707866,263
5,"Burundi","Tutsi",0,4,4.12713438504509,1,2,1,1,0,0.0355106592178345,6,1,1,1,1,-0.770333109179308,0,0,0.0396895881312719,1.73842737178153,1734
5,"Burundi","Hutu",0,0,3.63758615972639,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0446737845705689,0.869213685890763,872
5,"Burundi","Hutu",0,2,3.91202300542815,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0351226980175369,0.177793708477656,1692
5,"Burundi","Hutu",0,1,3.49650756146648,2,1,2,1,1,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0329134097783982,0.153390650451311,1117
5,"Burundi","Hutu",0,2,4.18965474202643,1,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0310635975800981,2.23512090657625,2132
5,"Burundi","Hutu",0,2,3.13549421592915,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0351804534051643,0.488932698313554,225
5,"Burundi","Hutu",0,0,3.80666248977032,1,1,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0435020566649378,0.521528211534458,1270
5,"Burundi","Hutu",0,3,2.99573227355399,1,1,2,2,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,1,0.0416834709117656,3.12916926920675,63
5,"Burundi","Hutu",0,3,3.66356164612965,1,2,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0423091005366718,2.13352450173187,1356
5,"Burundi","Hutu",1,3,3.49650756146648,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,1,0,0.04694489522819,1,872
5,"Burundi","Hutu",1,1,3.91202300542815,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.028468052204548,1,1965
5,"Burundi","Hutu",0,2,3.40119738166216,1,1,2,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0380834216070704,1.06676225086594,917
5,"Burundi","Hutu",0,0,3.2188758248682,1,2,1,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0441434898785406,0.601763321001297,573
5,"Burundi","Hutu",0,4,3.58351893845611,1,1,1,1,0,0.0355106592178345,6,1,1,2,1,-0.770333109179308,0,0,0.0467341800651847,0.869213685890763,872
5,"Burundi","Hutu",0,1,3.61091791264422,2,2,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0298700048244039,0.355587416955312,1217
5,"Burundi","Hutu",0,3,3.73766961828337,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0452020600428508,0.521528211534458,1270
5,"Burundi","Tutsi",0,5,3.09104245335832,1,1,1,1,0,0.0355106592178345,6,1,1,2,1,-0.770333109179308,0,0,0.0509391266462202,0.711174833910624,4
5,"Burundi","Hutu",0,2,3.40119738166216,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0337270867471928,0.153390650451311,1117
5,"Burundi","Hutu",0,2,4.04305126783455,1,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0343997443052725,0.177793708477656,1692
5,"Burundi","Hutu",0,3,3.29583686600433,2,1,2,1,0,0.0355106592178345,6,1,1,1,2,-0.770333109179308,0,0,0.0346153486096091,0.447024181315249,723
5,"Burundi","Hutu",0,4,3.13549421592915,1,1,1,1,0,0.0355106592178345,6,1,1,2,1,-0.770333109179308,0,0,0.0501283172951519,0.711174833910624,4
5,"Burundi","Hutu",1,2,3.40119738166216,1,1,1,1,0,0.0355106592178345,6,1,1,2,2,-0.770333109179308,0,0,0.0472178724201715,1,872
