"ConflictId","Year","GWNoA","Incompatibility","n_rebels","n_conflicts","maxint","new.joiner","new.alliance","new.splinter","latentmean","mtnest","oil.fearon","oil.pc.exports","oilpc","ethfrac","relfrac","country_ethnic","country_excluded","pop","area","rgdppc","polity2","mediation","external_supporters","lootable","tot.resource.sites","BdBest","existing.support","cont_civil","new.multi.alliance","new.mono.alliance","latentmean_lag","latentmean_lag2","lagged_rebels","oilpc_lag","oil.pc.exports_lag","lag_conflicts","latentmean_diff","lgdp","lpop","larea","yearf","new_conflict","multireb","postcw","conflictfe"
"1-10",1953,"840","government",1,1,2,0,0,0,0.142954689863161,21.2999973297119,0,NA,NA,0.745177149772644,0.299600005149841,4,3,21234.3,NA,1376.59,5,0,NA,1,33,NA,NA,NA,0,0,0.120028976915233,0.0824023392532968,1,NA,NA,1,0.0376266376619362,7.22736470566358,9.96337307775854,NA,"1953",0,0,0,"1-10"
"1-10",1954,"840","government",1,1,2,0,0,0,0.157402841444928,21.2999973297119,0,NA,NA,0.745177149772644,0.299600005149841,4,3,21881.34,NA,1437.64,5,0,NA,1,33,NA,NA,NA,0,0,0.142954689863161,0.120028976915233,1,NA,NA,1,0.022925712947928,7.27075815923363,9.99338949780506,NA,"1954",0,0,0,"1-10"
"1-10",1969,"840","government",1,1,1,0,0,0,-1.57760468651345,21.2999973297119,0,1.52500036647957,NA,0.745177149772644,0.299600005149841,4,3,34443.99,298260,1928.16,2,0,NA,1,33,NA,NA,NA,0,0,0.157402841444928,0.142954689863161,1,NA,NA,1,0.014448151581767,7.56432145927908,10.4470898054897,12.6057208683168,"1969",0,0,0,"1-10"
"1-10",1970,"840","government",1,1,1,0,0,0,-1.73496432762565,21.2999973297119,0,1.62584831299448,NA,0.745177149772644,0.299600005149841,4,3,35451.39,298260,1991.93,2,0,NA,1,33,NA,NA,NA,0,0,-1.57760468651345,0.157402841444928,1,NA,1.52500036647957,1,-1.73500752795838,7.59685929696485,10.4759177413467,12.6057208683168,"1970",0,0,0,"1-10"
"1-10",1971,"840","government",1,1,1,0,0,0,-1.91936837827908,21.2999973297119,0,2.16596408969715,0,0.745177149772644,0.299600005149841,4,3,36485.1,298260,2055,2,0,NA,1,33,NA,NA,NA,0,0,-1.73496432762565,-1.57760468651345,1,NA,1.62584831299448,1,-0.1573596411122,7.62803112693033,10.5046592370484,12.6057208683168,"1971",0,0,0,"1-10"
"1-10",1972,"840","government",1,1,1,0,0,0,-2.27614428187423,21.2999973297119,0,0.999854693218896,0,0.745177149772644,0.299600005149841,4,3,37545.63,298260,2113.14,-9,0,NA,1,33,NA,NA,NA,0,0,-1.91936837827908,-1.73496432762565,1,0,2.16596408969715,1,-0.18440405065343,7.65593027192853,10.5333122722574,12.6057208683168,"1972",0,0,0,"1-10"
"1-10",1973,"840","government",1,1,1,0,0,0,-2.44776567614242,21.2999973297119,0,0.879095498132297,0,0.745177149772644,0.299600005149841,4,3,38633.7,298230,2215.31,-9,0,NA,1,33,NA,NA,NA,0,0,-2.27614428187423,-1.91936837827908,1,0,0.999854693218896,1,-0.35677590359515,7.70314762753974,10.5618802315552,12.6056202798743,"1973",0,0,0,"1-10"
"1-10",1974,"840","government",1,1,1,0,0,0,-2.45648794126492,21.2999973297119,0,0.659534307047514,0,0.745177149772644,0.299600005149841,4,3,39749.34,298190,2337.7,-9,0,NA,1,33,NA,NA,NA,0,0,-2.44776567614242,-2.27614428187423,1,0,0.879095498132297,1,-0.17162139426819,7.75692281899999,10.590348516171,12.6054861462099,"1974",0,0,0,"1-10"
"1-10",1975,"840","government",1,1,1,0,0,0,-2.37778837527015,21.2999973297119,0,1.69183809429941,0,0.745177149772644,0.299600005149841,4,3,40892.84,298170,2470.04,-9,1,0,1,33,NA,0,NA,0,0,-2.45648794126492,-2.44776567614242,1,0,0.659534307047514,1,-0.00872226512250007,7.81198962382288,10.6187102655812,12.6054190726302,"1975",0,0,0,"1-10"
"1-10",1976,"840","government",1,1,1,0,0,0,-2.17413023806915,21.2999973297119,0,1.36031281829486,0,0.745177149772644,0.299600005149841,4,3,42064.47,298170,2559.44,-9,1,0,1,33,NA,0,NA,0,0,-2.37778837527015,-2.45648794126492,1,0,1.69183809429941,1,0.07869956599477,7.84754376354434,10.6469587203572,12.6054190726302,"1976",0,0,0,"1-10"
"1-10",1977,"840","government",1,1,1,0,0,0,-2.00487757385824,21.2999973297119,0,0.605272626479244,0,0.745177149772644,0.299600005149841,4,3,43265.38,298170,2572.19,-9,1,1,1,33,NA,1,NA,0,0,-2.17413023806915,-2.37778837527015,1,0,1.36031281829486,1,0.203658137201,7.85251295510186,10.6751080560833,12.6054190726302,"1977",0,0,0,"1-10"
"1-10",1978,"840","government",1,1,1,0,0,0,-1.97305974299795,21.2999973297119,0,0.284907581276474,0,0.745177149772644,0.299600005149841,4,3,44497.52,298170,2651.63,-9,1,0,1,33,NA,0,NA,0,0,-2.00487757385824,-2.17413023806915,1,0,0.605272626479244,1,0.16925266421091,7.8829298242269,10.7031887362643,12.6054190726302,"1978",0,0,0,"1-10"
"1-10",1979,"840","government",1,1,1,0,0,0,-1.9464410691796,21.2999973297119,0,0.241197519126679,440.886650393801,0.745177149772644,0.299600005149841,4,3,45763.24,298170,2640.43,-9,1,0,1,33,NA,0,NA,0,0,-1.97305974299795,-2.00487757385824,1,0,0.284907581276474,1,0.0318178308602901,7.87869706166493,10.731236427743,12.6054190726302,"1979",0,0,0,"1-10"
"1-10",1980,"840","government",1,1,1,0,0,0,-1.95689305688081,21.2999973297119,0,0.664264568466748,218.695055449739,0.745177149772644,0.299600005149841,4,3,47063.92,298170,2835.19,-9,1,0,1,33,NA,0,NA,0,0,-1.9464410691796,-1.97305974299795,1,440.886650393801,0.241197519126679,1,0.02661867381835,7.94986423331651,10.7592619567298,12.6054190726302,"1980",0,0,0,"1-10"
"1-10",1981,"840","government",1,1,1,0,0,0,-2.02974666404792,21.2999973297119,0,0.738855254098955,83.6890475548578,0.745177149772644,0.299600005149841,4,3,48399.11,298170,2900.25,-8,1,1,1,33,NA,1,NA,0,0,-1.95689305688081,-1.9464410691796,1,218.695055449739,0.664264568466748,1,-0.0104519877012101,7.97255221915552,10.7872367041059,12.6054190726302,"1981",0,0,0,"1-10"
"1-10",1982,"840","government",1,1,2,0,0,0,-1.99580079131571,21.2999973297119,0,0.329788258314194,89.4011291673598,0.745177149772644,0.299600005149841,4,3,49767.26,298170,2975.69,-7,1,0,1,33,NA,0,NA,0,0,-2.02974666404792,-1.95689305688081,1,83.6890475548578,0.738855254098955,1,-0.07285360716711,7.99823122386059,10.8151126170922,12.6054190726302,"1982",0,0,0,"1-10"
"1-10",1983,"840","government",1,1,2,0,0,0,-2.00768577171157,21.2999973297119,0,2.20215118147673,154.517854698476,0.745177149772644,0.299600005149841,4,3,51166.96,298170,2910.62,-6,1,1,1,33,NA,1,NA,0,0,-1.99580079131571,-2.02974666404792,1,89.4011291673598,0.329788258314194,1,0.0339458727322099,7.97612139589106,10.8428492902239,12.6054190726302,"1983",0,0,0,"1-10"
"1-10",1984,"840","government",1,1,2,0,0,0,-1.89053825214903,21.2999973297119,0,1.56523859324707,127.538734587409,0.745177149772644,0.299600005149841,4,3,52596.29,298170,2644.4,-6,1,0,1,33,NA,0,NA,0,0,-2.00768577171157,-1.99580079131571,1,154.517854698476,2.20215118147673,1,-0.0118849803958601,7.88019947545942,10.8704008639189,12.6054190726302,"1984",0,0,0,"1-10"
"1-10",1985,"840","government",1,1,2,0,0,0,-1.82344564154112,21.2999973297119,0,0.750785019146547,86.4218927183034,0.745177149772644,0.299600005149841,4,3,54052.85,298170,2447.41,-6,1,0,1,33,NA,0,NA,0,0,-1.89053825214903,-2.00768577171157,1,127.538734587409,1.56523859324707,1,0.11714751956254,7.802785601512,10.8977175506319,12.6054190726302,"1985",0,0,0,"1-10"
"1-10",1986,"840","government",1,1,2,0,0,0,-1.50961623951951,21.2999973297119,0,1.30010525922744,46.4551615972234,0.745177149772644,0.299600005149841,4,3,55537.11,298170,2507.4,1,1,0,1,33,NA,0,NA,0,0,-1.82344564154112,-1.89053825214903,1,86.4218927183034,0.750785019146547,1,0.0670926106079099,7.82700163868192,10.9248067249373,12.6054190726302,"1986",0,0,0,"1-10"
"1-10",1987,"840","government",2,1,2,1,0,0,-1.39955701009744,21.2999973297119,0,1.69008759182984,42.0832699195104,0.745177149772644,0.299600005149841,4,3,57046.53,298170,2685.07,8,1,0,1,33,NA,0,NA,0,0,-1.50961623951951,-1.82344564154112,1,46.4551615972234,1.30010525922744,1,0.31382940202161,7.89546207736663,10.9516225296016,12.6054190726302,"1987",0,0,0,"1-10"
"1-10",1988,"840","government",1,1,1,0,0,0,-1.39956269266004,21.2999973297119,0,2.06336550603566,33.2616882473741,0.745177149772644,0.299600005149841,4,3,58572.07,298170,2896.87,8,1,0,1,33,NA,0,NA,0,0,-1.39955701009744,-1.50961623951951,2,42.0832699195104,1.69008759182984,1,0.11005922942207,7.97138612275489,10.9780132407847,12.6054190726302,"1988",0,1,0,"1-10"
"1-10",1989,"840","government",2,1,1,0,0,0,-1.40972170484255,21.2999973297119,0,1.51036787296961,42.7791222214957,0.745177149772644,0.299600005149841,4,3,60102.14,298170,3079.84,8,1,0,1,33,822,0,NA,0,0,-1.39956269266004,-1.39955701009744,1,33.2616882473741,2.06336550603566,1,-5.68256260002897e-06,8.03263292656633,11.0038007272105,12.6054190726302,"1989",0,0,0,"1-10"
"1-10",1990,"840","government",2,1,2,0,0,0,-1.28906869168361,21.2999973297119,0,2.23354959406305,52.7772380441246,0.745177149772644,0.299600005149841,4,3,61628.67,298170,3283.53,8,1,0,1,33,1165,0,NA,0,0,-1.40972170484255,-1.39956269266004,2,42.7791222214957,1.51036787296961,1,-0.0101590121825101,8.09667434218134,11.0288824633243,12.6054190726302,"1990",0,1,1,"1-10"
