"ConflictId","Year","GWNoA","Incompatibility","n_rebels","n_conflicts","maxint","new.joiner","new.alliance","new.splinter","latentmean","mtnest","oil.fearon","oil.pc.exports","oilpc","ethfrac","relfrac","country_ethnic","country_excluded","pop","area","rgdppc","polity2","mediation","external_supporters","lootable","tot.resource.sites","BdBest","existing.support","cont_civil","new.multi.alliance","new.mono.alliance","latentmean_lag","latentmean_lag2","lagged_rebels","oilpc_lag","oil.pc.exports_lag","lag_conflicts","latentmean_diff","lgdp","lpop","larea","yearf","new_conflict","multireb","postcw","conflictfe"
"1-152",2005,"750","territory",1,1,1,0,0,0,-1.21431418063906,12.9000005722046,NA,10.3279449439396,915.022962086927,0.886478185653687,NA,20,6,1140042.86,2973190,2480.89,9,0,0,1,123,47,0,6,0,0,-1.28915637977578,-1.38668226851495,2,686.11156005107,8.05334017420691,1,0.0975258887391701,7.81637264574799,13.9465764161552,14.9051460084481,"2005",0,1,1,"1-152"
"1-152",2006,"750","territory",2,1,1,0,0,0,-1.22423457750001,12.9000005722046,NA,14.7541395795787,1162.13479206028,0.886478185653687,NA,20,6,1157038.54,2973190,2685.86,9,0,0,1,123,73,0,6,0,0,-1.21431418063906,-1.28915637977578,1,915.022962086927,10.3279449439396,1,0.0748421991367199,7.89575625361011,13.9613743159063,14.9051460084481,"2006",0,0,1,"1-152"
"1-152",2007,"750","territory",1,1,1,0,0,0,-1.28292955621771,12.9000005722046,NA,15.8988650268325,1250.68782295713,0.886478185653687,NA,20,6,1173971.63,2973190,2894.51,9,0,1,1,123,45,1,5,0,0,-1.22423457750001,-1.21431418063906,2,1162.13479206028,14.7541395795787,1,-0.00992039686095003,7.97057111834121,13.9759031138312,14.9051460084481,"2007",0,1,1,"1-152"
"1-152",2008,"750","territory",2,1,1,1,0,1,-1.28312079906206,NA,NA,17.7100786693056,1596.50658277383,NA,NA,20,6,1190863.68,2973190,3111.22,9,0,0,1,123,99,0,5,0,0,-1.28292955621771,-1.22423457750001,1,1250.68782295713,15.8988650268325,1,-0.0586949787177,8.04277021120864,13.9901893833483,14.9051460084481,"2008",0,0,1,"1-152"
"1-152",2009,"750","territory",3,1,1,0,0,0,-1.28374873888364,NA,NA,13.3855083113181,822.664497396905,NA,NA,20,6,1207740.41,2973190,3227.8,9,0,1,1,123,96,1,5,0,0,-1.28312079906206,-1.28292955621771,2,1596.50658277383,17.7100786693056,1,-0.000191242844349793,8.07955606960172,14.0042617420001,14.9051460084481,"2009",0,1,1,"1-152"
"1-153",1982,"501","government",1,1,1,0,0,0,-0.326432444650727,26.2999992370605,0,27.3981591763491,0,0.833253800868988,0.704599976539612,8,3,17557.47,569140,1638.51,-7,0,0,1,35,NA,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,7.40154257126336,9.77323477936021,13.2518817285384,"1982",NA,NA,0,"1-153"
"1-157",1984,"780","territory",2,1,1,0,0,0,-1.97918183740098,7.30000019073486,0,8.79149335064909,0,0.467041432857513,0.476199984550476,4,3,15986.02,62710,2068.18,5,1,2,1,54,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,7.63442427245946,9.67946986927989,11.0462762035371,"1984",NA,NA,0,"1-157"
"1-157",1985,"780","territory",3,1,1,0,0,1,-2.03762658485259,7.30000019073486,0,8.99847179450423,0,0.467041432857513,0.476199984550476,4,2,16210.47,62710,2322.75,5,1,3,1,54,NA,1,NA,0,0,-1.97918183740098,NA,2,0,8.79149335064909,1,NA,7.75050710752142,9.69341260875726,11.0462762035371,"1985",0,1,0,"1-157"
"1-157",1986,"780","territory",1,1,1,0,0,0,-2.00955582398315,7.30000019073486,0,5.82203939069284,0,0.467041432857513,0.476199984550476,4,2,16439.17,62710,2483.84,5,1,1,1,54,NA,1,NA,0,0,-2.03762658485259,-1.97918183740098,3,0,8.99847179450423,1,-0.0584447474516099,7.81756102874049,9.70742218071767,11.0462762035371,"1986",0,1,0,"1-157"
"1-157",1987,"780","territory",1,1,2,0,0,0,-2.02995994693676,7.30000019073486,0,4.90218134814597,0,0.467041432857513,0.476199984550476,4,2,16669.91,62710,2557.2,5,1,1,1,54,NA,1,NA,0,0,-2.00955582398315,-2.03762658485259,1,0,5.82203939069284,1,0.0280707608694399,7.84666818889257,9.72136057681005,11.0462762035371,"1987",0,0,0,"1-157"
"1-157",1988,"780","territory",1,1,1,0,0,0,-1.97995090574096,7.30000019073486,0,0.771064521518186,0,0.467041432857513,0.476199984550476,4,1,16899.42,62710,2582.92,5,0,1,1,54,NA,1,NA,0,0,-2.02995994693676,-2.00955582398315,1,0,4.90218134814597,1,-0.02040412295361,7.85667582087792,9.73503458079561,11.0462762035371,"1988",0,0,0,"1-157"
"1-157",1989,"780","territory",2,1,1,0,0,0,-2.32393016931991,7.30000019073486,0,0.956023709238851,0,0.467041432857513,0.476199984550476,4,1,17123.05,62710,2618.43,5,0,1,1,54,145,1,NA,0,0,-1.97995090574096,-2.02995994693676,1,0,0.771064521518186,1,0.0500090411957999,7.87033018049989,9.74818078803376,11.0462762035371,"1989",0,0,0,"1-157"
"1-157",1990,"780","territory",1,1,2,0,0,0,-2.27830562230239,7.30000019073486,0,0.698623514970999,0,0.467041432857513,0.476199984550476,4,1,17337.05,62710,2683.04,5,0,1,1,54,3561,1,NA,0,0,-2.32393016931991,-1.97995090574096,2,0,0.956023709238851,1,-0.34397926357895,7.8947057589988,9.76060110898704,11.0462762035371,"1990",0,1,1,"1-157"
"1-157",1991,"780","territory",1,1,2,0,0,0,-1.99601542503682,7.30000019073486,0,0.420925826006254,0,0.467041432857513,0.476199984550476,4,1,17542.87,62710,2741.05,5,0,1,1,54,6432,1,NA,0,0,-2.27830562230239,-2.32393016931991,1,0,0.698623514970999,1,0.0456245470175198,7.91609633765411,9.77240287853862,11.0462762035371,"1991",0,0,1,"1-157"
"1-157",1992,"780","territory",1,1,2,0,0,0,-1.77871860530974,7.30000019073486,0,0.000479990787179889,0,0.467041432857513,0.476199984550476,4,1,17740.94,62710,2894.36,5,0,1,1,54,4091,1,NA,0,0,-1.99601542503682,-2.27830562230239,1,0,0.420925826006254,1,0.28229019726557,7.9705192947556,9.78363024205842,11.0462762035371,"1992",0,0,1,"1-157"
"1-157",1993,"780","territory",1,1,2,0,0,0,-1.47754057683267,7.30000019073486,0,0.0421426191347096,0,0.467041432857513,0.476199984550476,4,1,17925.62,62710,3071.06,5,0,1,1,54,2075,1,NA,0,0,-1.77871860530974,-1.99601542503682,1,0,0.000479990787179889,1,0.21729681972708,8.02977805785986,9.79398625343311,11.0462762035371,"1993",0,0,1,"1-157"
"1-157",1994,"780","territory",1,1,1,0,0,0,-1.29650998158065,7.30000019073486,0,0.223334025245279,0,0.467041432857513,0.476199984550476,4,1,18089.72,62710,3292.68,5,0,1,1,54,657,1,NA,0,0,-1.47754057683267,-1.77871860530974,1,0,0.0421426191347096,1,0.30117802847707,8.09945710182697,9.80309910010482,11.0462762035371,"1994",0,0,1,"1-157"
"1-157",1995,"780","territory",1,1,2,0,0,0,-1.45604507789933,7.30000019073486,0,NA,0,0.467041432857513,0.476199984550476,4,1,18229.5,62710,3317.17,5,1,1,1,54,4755,1,NA,0,0,-1.29650998158065,-1.47754057683267,1,0,0.223334025245279,1,0.18103059525202,8.1068672887643,9.81079643997897,11.0462762035371,"1995",0,0,1,"1-157"
"1-157",1996,"780","territory",1,1,2,0,0,0,-1.48072877572401,7.30000019073486,0,NA,0,0.467041432857513,0.476199984550476,4,1,18340.6,62710,3462.58,5,0,1,1,54,3868,1,NA,0,0,-1.45604507789933,-1.29650998158065,1,0,NA,1,-0.15953509631868,8.14976925492183,9.81687246065155,11.0462762035371,"1996",0,0,1,"1-157"
"1-157",1997,"780","territory",1,1,2,0,0,0,-1.27849954419211,7.30000019073486,0,NA,0,0.467041432857513,0.476199984550476,4,1,18428.26,62710,3319.69,5,0,1,1,54,2880,1,NA,0,0,-1.48072877572401,-1.45604507789933,1,0,NA,1,-0.0246836978246801,8.10762668405698,9.8216406349209,11.0462762035371,"1997",0,0,1,"1-157"
"1-157",1998,"780","territory",1,1,2,0,0,0,-1.16535003900207,7.30000019073486,0,NA,0,0.467041432857513,0.476199984550476,4,1,18510.1,62710,3363.6,5,0,1,1,54,3762,1,NA,0,0,-1.27849954419211,-1.48072877572401,1,0,NA,1,0.2022292315319,8.12076710795874,9.82607180803809,11.0462762035371,"1998",0,0,1,"1-157"
"1-157",1999,"780","territory",1,1,2,0,0,0,-1.14644080317397,7.30000019073486,0,0.0392147273512778,0,0.467041432857513,0.476199984550476,4,1,18610.11,62710,3240,5,0,1,1,54,1882,1,NA,0,0,-1.16535003900207,-1.27849954419211,1,0,NA,1,0.11314950519004,8.08332860878638,9.83146026041947,11.0462762035371,"1999",0,0,1,"1-157"
"1-157",2000,"780","territory",1,1,2,0,0,0,-1.23553189218745,7.30000019073486,NA,0.00617563408185987,0,0.467041432857513,NA,4,1,18745.08,62710,3073.67,5,1,1,1,54,2525,1,NA,0,0,-1.14644080317397,-1.16535003900207,1,0,0.0392147273512778,1,0.0189092358281,8.03062756635152,9.83868659696565,11.0462762035371,"2000",0,0,1,"1-157"
"1-157",2001,"780","territory",1,1,2,0,0,0,-0.960830335273994,7.30000019073486,NA,0.0112694905474417,0,0.467041432857513,NA,4,1,18921.79,62710,3085.35,6,1,1,1,54,1144,1,NA,0,0,-1.23553189218745,-1.14644080317397,1,0,0.00617563408185987,1,-0.0890910890134802,8.03442038209228,9.84806944701023,11.0462762035371,"2001",0,0,1,"1-157"
"1-157",2003,"780","territory",1,1,1,0,0,0,-0.46685820306108,7.30000019073486,NA,0.0193455915188131,0,0.467041432857513,NA,4,1,19369.85,62710,3350.33,5,1,1,1,54,29,1,NA,0,0,-0.960830335273994,-1.23553189218745,1,0,0.0112694905474417,1,0.274701556913456,8.11681412743026,9.87147301243714,11.0462762035371,"2003",0,0,1,"1-157"
"1-157",2005,"780","territory",1,1,1,0,0,0,-1.06333957590543,7.30000019073486,NA,0.00863387101046745,0,0.467041432857513,NA,4,1,19842.54,62710,3438.41,5,0,1,1,54,88,1,NA,0,0,-0.46685820306108,-0.960830335273994,1,0,0.0193455915188131,1,0.493972132212914,8.14276443421347,9.89558339683802,11.0462762035371,"2005",0,0,1,"1-157"
"1-157",2006,"780","territory",1,1,2,0,0,0,-1.58602819475098,7.30000019073486,NA,0.0107821722695122,0,0.467041432857513,NA,4,3,20062.07,62710,3628.96,6,0,1,1,54,1970,1,NA,0,0,-1.06333957590543,-0.46685820306108,1,0,0.00863387101046745,1,-0.59648137284435,8.19670138483213,9.90658624662087,11.0462762035371,"2006",0,0,1,"1-157"
"1-157",2007,"780","territory",1,1,2,0,0,0,-1.68551449584722,7.30000019073486,NA,0.0305078475497522,0,0.467041432857513,NA,4,3,20272.27,62710,3783,6,0,1,1,54,2494,1,NA,0,0,-1.58602819475098,-1.06333957590543,1,0,0.0107821722695122,1,-0.52268861884555,8.23827262463303,9.91700922133568,11.0462762035371,"2007",0,0,1,"1-157"
"1-157",2008,"780","territory",1,1,2,0,0,0,-1.63690480914422,7.30000019073486,NA,0.0230797532659382,0,0.467041432857513,NA,4,3,20473.8,62710,3967,6,0,1,1,54,8262,1,NA,0,0,-1.68551449584722,-1.58602819475098,1,0,0.0305078475497522,1,-0.0994863010962399,8.28576542051433,9.92690129894514,11.0462762035371,"2008",0,0,1,"1-157"
"1-157",2009,"780","territory",1,1,2,0,0,0,-1.68155972113761,7.30000019073486,NA,0.0311923679282921,0,0.467041432857513,NA,4,3,20669.14,62710,4036.97,5,0,1,1,54,10165,1,NA,0,0,-1.63690480914422,-1.68551449584722,1,0,0.0230797532659382,1,0.0486096867029999,8.30324968956449,9.9363970456177,11.0462762035371,"2009",0,0,1,"1-157"
"1-158",1960,"471","government",1,1,2,0,0,0,0.142976413993277,17.7000007629395,0,NA,NA,0.891898572444916,0.639999985694885,4,0,5332,472710,1040.11,-6,0,NA,1,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.94708175577302,8.5814816812986,13.0662373716242,"1960",NA,NA,0,"1-158"
"1-158",1961,"471","government",1,1,1,0,0,0,0.141703795240438,17.7000007629395,0,NA,NA,0.891898572444916,0.639999985694885,4,0,5427,472710,1070.94,-6,0,NA,1,6,NA,NA,0,0,0,0.142976413993277,NA,1,NA,NA,1,NA,6.97629204646947,8.5991417740634,13.0662373716242,"1961",0,0,0,"1-158"
"1-158",1984,"471","government",1,1,1,0,0,0,-0.55071646501141,17.7000007629395,1,NA,7562.18824154149,0.891898572444916,0.639999985694885,6,0,7570.08,472710,598.09,-8,0,0,1,6,NA,0,1,0,0,0.141703795240438,0.142976413993277,1,NA,NA,1,-0.00127261875283902,6.39374124429863,8.93195891440736,13.0662373716242,"1984",0,0,0,"1-158"
"1-158",2015,"471","government",1,1,1,0,0,0,NA,NA,NA,44.6476874931638,1645.21322715535,NA,NA,NA,NA,NA,472710,NA,-4,0,0,1,6,457,0,3,0,0,-0.55071646501141,0.141703795240438,1,7562.18824154149,NA,1,-0.692420260251848,NA,NA,13.0662373716242,"2015",0,0,1,"1-158"
"1-159",1984,"640","territory",1,1,1,0,0,0,-1.13097216836551,71.3000030517578,0,5.70405305893068,434.355811995316,0.25491327047348,0.211199998855591,3,2,48360.68,769630,7571.88,7,0,1,1,17,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,8.9321966643431,10.7864423658375,13.5536651588629,"1984",NA,NA,0,"1-159"
"1-159",1985,"640","territory",1,1,1,0,0,0,-1.18786202406224,71.3000030517578,0,4.68159841868101,412.925957445067,0.25491327047348,0.211199998855591,3,2,49399.63,769630,7842.74,7,0,1,1,17,NA,1,2,0,0,-1.13097216836551,NA,1,434.355811995316,5.70405305893068,1,NA,8.96734354208304,10.8076982132694,13.5536651588629,"1985",0,0,0,"1-159"
"1-159",1986,"640","territory",1,1,1,0,0,0,-1.24684524627681,71.3000030517578,0,2.42342757663285,184.710387721535,0.25491327047348,0.211199998855591,3,2,50393.54,769630,8137.1,7,0,1,1,17,NA,1,3,0,0,-1.18786202406224,-1.13097216836551,1,412.925957445067,4.68159841868101,1,-0.0568898556967299,9.00418913016274,10.8276182712412,13.5536651588629,"1986",0,0,0,"1-159"
"1-159",1987,"640","territory",1,1,1,0,0,0,-1.15475803148786,71.3000030517578,0,2.29095453375161,307.03278627429,0.25491327047348,0.211199998855591,3,2,51349.15,769630,8819.27,7,0,1,1,17,NA,1,4,0,0,-1.24684524627681,-1.18786202406224,1,184.710387721535,2.42342757663285,1,-0.0589832222145701,9.0846943791356,10.8464036621525,13.5536651588629,"1987",0,0,0,"1-159"
"1-159",1988,"640","territory",1,1,1,0,0,0,-0.996980095570216,71.3000030517578,0,2.84900694382431,235.245801241072,0.25491327047348,0.211199998855591,3,2,52278.5,769630,8794.08,7,0,1,1,17,NA,1,3,0,0,-1.15475803148786,-1.24684524627681,1,307.03278627429,2.29095453375161,1,0.09208721478895,9.08183404681104,10.8643404756663,13.5536651588629,"1988",0,0,0,"1-159"
"1-159",1989,"640","territory",1,1,1,0,0,0,-1.04673221122058,71.3000030517578,0,2.20019639960298,397.461184863817,0.25491327047348,0.211199998855591,3,2,53200.8,769630,8535.05,9,0,1,1,17,227,1,1,0,0,-0.996980095570216,-1.15475803148786,1,235.245801241072,2.84900694382431,1,0.157777935917644,9.0519364934422,10.8818287128107,13.5536651588629,"1989",0,0,0,"1-159"
"1-159",1990,"640","territory",1,1,1,0,0,0,-1.08781602691021,71.3000030517578,0,2.26706118600555,692.938908848685,0.25491327047348,0.211199998855591,3,2,54130.27,769630,9020.15,9,0,1,1,17,245,1,4,0,0,-1.04673221122058,-0.996980095570216,1,397.461184863817,2.20019639960298,1,-0.0497521156503639,9.10721624263015,10.8991488277705,13.5536651588629,"1990",0,0,1,"1-159"
"1-159",1991,"640","territory",1,1,1,0,0,0,-1.27368762644423,71.3000030517578,0,2.14569644218741,374.122581218136,0.25491327047348,0.211199998855591,3,2,55068.88,769630,8569.49,9,0,1,1,17,304,1,6,0,0,-1.08781602691021,-1.04673221122058,1,692.938908848685,2.26706118600555,1,-0.04108381568963,9.05596349990272,10.9163400442978,13.5536651588629,"1991",0,0,1,"1-159"
"1-159",1992,"640","territory",1,1,2,0,0,0,-1.41740275390785,71.3000030517578,0,1.59399422486123,370.269951374772,0.25491327047348,0.211199998855591,3,2,56012.11,769630,8779.34,9,0,1,1,17,1518,1,6,0,0,-1.27368762644423,-1.08781602691021,1,374.122581218136,2.14569644218741,1,-0.18587159953402,9.08015651296087,10.9333231963386,13.5536651588629,"1992",0,0,1,"1-159"
"1-159",1993,"640","territory",1,1,2,0,0,0,-1.51254849527115,71.3000030517578,0,1.13670893504352,321.489076488081,0.25491327047348,0.211199998855591,3,2,56959.99,769630,9448.3,8,0,1,1,17,2117,1,7,0,0,-1.41740275390785,-1.27368762644423,1,370.269951374772,1.59399422486123,1,-0.14371512746362,9.15359011012499,10.950104370524,13.5536651588629,"1993",0,0,1,"1-159"
"1-159",1994,"640","territory",1,1,2,0,0,0,-1.64948138064026,71.3000030517578,0,1.32969353865998,276.261268261041,0.25491327047348,0.211199998855591,3,2,57911.27,769630,8724.39,8,0,1,1,17,3980,1,2,0,0,-1.51254849527115,-1.41740275390785,1,321.489076488081,1.13670893504352,1,-0.0951457413633001,9.07387783058641,10.9666672905613,13.5536651588629,"1994",0,0,1,"1-159"
"1-159",1995,"640","territory",1,1,2,0,0,0,-1.58480180537215,71.3000030517578,0,1.29900337396685,289.214833187657,0.25491327047348,0.211199998855591,3,2,58864.65,769630,9191.71,8,0,1,1,17,3076,1,3,0,0,-1.64948138064026,-1.51254849527115,1,276.261268261041,1.32969353865998,1,-0.13693288536911,9.12605726985771,10.9829960196864,13.5536651588629,"1995",0,0,1,"1-159"
"1-159",1996,"640","territory",1,1,2,0,0,0,-1.51955997919314,71.3000030517578,0,1.1692335233845,393.277770275142,0.25491327047348,0.211199998855591,3,2,59821.98,769630,10153.54,8,0,1,1,17,3573,1,3,0,0,-1.58480180537215,-1.64948138064026,1,289.214833187657,1.29900337396685,1,0.06467957526811,9.22557769213725,10.9991284309341,13.5536651588629,"1996",0,0,1,"1-159"
"1-159",1997,"640","territory",1,1,2,0,0,0,-1.40173157984078,71.3000030517578,0,0.740400222001661,302.0178783438,0.25491327047348,0.211199998855591,3,2,60783.22,769630,10382.85,7,0,1,1,17,4183,1,2,0,0,-1.51955997919314,-1.58480180537215,1,393.277770275142,1.1692335233845,1,0.06524182617901,9.24791068550739,11.0150690430208,13.5536651588629,"1997",0,0,1,"1-159"
"1-159",1998,"640","territory",1,1,2,0,0,0,-1.26880088563962,71.3000030517578,0,0.972271852009248,58.0174410826961,0.25491327047348,0.211199998855591,3,2,61742.67,769630,9942.5,7,0,1,1,17,1952,1,1,0,0,-1.40173157984078,-1.51955997919314,1,302.0178783438,0.740400222001661,1,0.11782839935236,9.20457377708185,11.0307305429909,13.5536651588629,"1998",0,0,1,"1-159"
"1-159",1999,"640","territory",1,1,2,0,0,0,-1.21182211086762,71.3000030517578,0,1.27360924572384,221.064260781815,0.25491327047348,0.211199998855591,3,2,62692.62,769630,9354.08,7,0,1,1,17,1390,1,1,0,0,-1.26880088563962,-1.40173157984078,1,58.0174410826961,0.972271852009248,1,0.13293069420116,9.14356789074017,11.0459990163441,13.5536651588629,"1999",0,0,1,"1-159"
"1-159",2000,"640","territory",1,1,1,0,0,0,-0.995075807447577,71.3000030517578,NA,1.06322436599308,467.71089790925,0.25491327047348,NA,3,2,63627.86,769630,10411.13,7,0,1,1,17,174,1,1,0,0,-1.21182211086762,-1.26880088563962,1,221.064260781815,1.27360924572384,1,0.0569787747720001,9.25063070518961,11.0608067037266,13.5536651588629,"2000",0,0,1,"1-159"
"1-159",2001,"640","territory",1,1,1,0,0,0,-0.95595946922862,71.3000030517578,NA,1.41879226749987,320.047358756777,0.25491327047348,NA,3,2,64544.91,769630,9858.18,7,0,1,1,17,81,1,1,0,0,-0.995075807447577,-1.21182211086762,1,467.71089790925,1.06322436599308,1,0.216746303420043,9.19605684638043,11.0751165395638,13.5536651588629,"2001",0,0,1,"1-159"
"1-159",2002,"640","territory",1,1,1,0,0,0,-0.791802375187049,71.3000030517578,NA,1.9211776651858,321.082331699959,0.25491327047348,NA,3,2,65446.16,769630,9659.59,7,0,1,1,17,51,1,0,0,0,-0.95595946922862,-0.995075807447577,1,320.047358756777,1.41879226749987,1,0.039116338218957,9.17570648324165,11.0889830988758,13.5536651588629,"2002",0,0,1,"1-159"
"1-159",2003,"640","territory",1,1,1,0,0,0,-0.510948251795087,71.3000030517578,NA,2.08042714152105,370.995723702436,0.25491327047348,NA,3,2,66339.43,769630,9107.11,7,0,1,1,17,79,1,0,0,0,-0.791802375187049,-0.95595946922862,1,321.082331699959,1.9211776651858,1,0.164157094041571,9.11681070611571,11.1025397203628,13.5536651588629,"2003",0,0,1,"1-159"
"1-159",2004,"640","territory",1,1,1,0,0,0,-0.470393837482883,71.3000030517578,NA,2.27379436342695,465.614591752638,0.25491327047348,NA,3,2,67235.93,769630,10260.06,7,0,1,1,17,183,1,2,0,0,-0.510948251795087,-0.791802375187049,1,370.995723702436,2.08042714152105,1,0.280854123391962,9.23601396666088,11.1159630562438,13.5536651588629,"2004",0,0,1,"1-159"
"1-159",2005,"640","territory",1,1,1,0,0,0,-0.611318758127402,71.3000030517578,NA,3.6075488458002,708.668197801458,0.25491327047348,NA,3,2,68143.19,769630,11115.61,7,0,1,1,17,330,1,3,0,0,-0.470393837482883,-0.510948251795087,1,465.614591752638,2.27379436342695,1,0.040554414312204,9.31610570568412,11.1293665054993,13.5536651588629,"2005",0,0,1,"1-159"
"1-159",2006,"640","territory",1,1,1,0,0,0,-0.568623963024174,71.3000030517578,NA,4.1712527742206,810.035093572921,0.25491327047348,NA,3,2,69063.54,769630,12053.31,7,0,1,1,17,210,1,2,0,0,-0.611318758127402,-0.470393837482883,1,708.668197801458,3.6075488458002,1,-0.140924920644519,9.39709458999542,11.1427822294044,13.5536651588629,"2006",0,0,1,"1-159"
"1-159",2007,"640","territory",1,1,1,0,0,0,-0.652019291280348,71.3000030517578,NA,4.81884742761372,830.646152455096,0.25491327047348,NA,3,2,69992.75,769630,12551.3,7,0,1,1,17,458,1,2,0,0,-0.568623963024174,-0.611318758127402,1,810.035093572921,4.1712527742206,1,0.042694795103228,9.43757952485268,11.156146944239,13.5536651588629,"2007",0,0,1,"1-159"
"1-159",2008,"640","territory",1,1,1,0,0,0,-0.617509190378092,71.3000030517578,NA,5.84854502681305,1144.70767714434,0.25491327047348,NA,3,2,70923.73,769630,13354.57,7,0,1,1,17,513,1,4,0,0,-0.652019291280348,-0.568623963024174,1,830.646152455096,4.81884742761372,1,-0.083395328256174,9.49961392734693,11.1693603532777,13.5536651588629,"2008",0,0,1,"1-159"
"1-159",2009,"640","territory",1,1,1,0,0,0,-0.537321682737233,71.3000030517578,NA,4.02426975979646,653.225426577923,0.25491327047348,NA,3,2,71846.21,769630,12662.42,7,0,1,1,17,133,1,2,0,0,-0.617509190378092,-0.652019291280348,1,1144.70767714434,5.84854502681305,1,0.0345101009022559,9.44639383066926,11.1822831413337,13.5536651588629,"2009",0,0,1,"1-159"
"1-159",2010,"640","territory",1,1,1,0,0,0,-0.340797012124312,71.3000030517578,NA,3.90451500301222,980.380255123026,0.25491327047348,NA,3,2,72752.32,769630,13912.8,7,0,0,1,17,326,0,2,0,0,-0.537321682737233,-0.617509190378092,1,653.225426577923,4.02426975979646,1,0.080187507640859,9.54056455869363,11.1948160745596,13.5536651588629,"2010",0,0,1,"1-159"
"1-159",2011,"640","territory",1,1,1,0,0,0,-0.352521827156936,71.3000030517578,NA,4.69920014325547,1391.14058791491,0.25491327047348,NA,3,2,73639.6,769630,14909.02,9,0,0,1,17,603,0,3,0,0,-0.340797012124312,-0.537321682737233,1,980.380255123026,3.90451500301222,1,0.196524670612921,9.60972167789909,11.2069382035017,13.5536651588629,"2011",0,0,1,"1-159"
"1-159",2012,"640","territory",1,1,1,0,0,0,-0.376417413953441,71.3000030517578,NA,5.2852416293154,1100.96077458106,0.25491327047348,NA,3,2,NA,769630,NA,9,0,0,1,17,811,0,4,0,0,-0.352521827156936,-0.340797012124312,1,1391.14058791491,4.69920014325547,1,-0.011724815032624,NA,NA,13.5536651588629,"2012",0,0,1,"1-159"
"1-159",2013,"640","territory",1,1,1,0,0,0,-0.538526912929092,71.3000030517578,NA,4.25809530877105,898.208312719185,0.25491327047348,NA,3,2,NA,769630,NA,9,0,0,1,17,30,0,4,0,0,-0.376417413953441,-0.352521827156936,1,1100.96077458106,5.2852416293154,1,-0.0238955867965051,NA,NA,13.5536651588629,"2013",0,0,1,"1-159"
"1-159",2015,"640","territory",1,1,1,0,0,0,NA,71.3000030517578,NA,3.08332942358576,262.954144984092,0.25491327047348,NA,NA,NA,NA,769630,NA,3,0,0,1,17,903,0,5,0,0,-0.538526912929092,-0.376417413953441,1,898.208312719185,4.25809530877105,1,-0.162109498975651,NA,NA,13.5536651588629,"2015",0,0,1,"1-159"
"1-162",1987,"115","government",1,1,1,0,0,0,-0.919584414362081,NA,NA,NA,1825.12576753191,NA,NA,NA,NA,386.97,156000,5521.47,-1,0,0,1,17,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8.61639940816626,5.95834717064515,11.9576112862317,"1987",NA,NA,0,"1-162"
"1-163",1986,"461","government",1,1,1,0,0,0,-0.463440615309725,0,0,0.0112541620962177,0,0.710690259933472,0.459999978542328,2,1,3266.86,54390,969.38,-7,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.87665669188011,8.09158455791274,10.903935592417,"1986",NA,NA,0,"1-163"
"1-164",1986,"680","government",1,1,2,0,0,0,-0.935075367598365,27.2000007629395,1,NA,NA,0.172264218330383,0.0950000286102295,1,1,2220,NA,2989.19,-7,1,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8.00275772667385,7.70526247486633,NA,"1986",NA,NA,0,"1-164"
"1-165",1987,"439","government",1,1,1,0,0,0,-0.314451208170768,0,0,NA,NA,0.678255438804626,0.580000042915344,1,1,8606.96,273600,629.99,-7,0,0,1,7,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.44570394624373,9.06032645725864,12.5194224647305,"1987",NA,NA,0,"1-165"
"1-167",1989,"581","government",1,1,1,0,0,0,0.301614629778239,NA,NA,NA,NA,NA,NA,NA,NA,427.39,1861,1371.11,-7,0,0,1,8,29,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,7.22337590975006,6.05769694532541,7.52886925664225,"1989",NA,NA,0,"1-167"
"1-168",1975,"530","territory",1,1,1,0,0,0,-2.17376937282468,70.3999862670898,0,NA,NA,0.693593263626099,0.612200021743774,11,10,32958.96,1101000,578.2,-7,1,0,1,5,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.35991982958225,10.4030184301275,13.9117294157048,"1975",NA,NA,0,"1-168"
"1-168",1976,"530","territory",1,1,1,0,0,0,-2.48396945875518,70.3999862670898,0,NA,NA,0.693593263626099,0.612200021743774,11,10,33486.29,1101000,594.74,-7,0,0,1,5,NA,0,1,0,0,-2.17376937282468,NA,1,NA,NA,1,NA,6.38812433525441,10.4188913803147,13.9117294157048,"1976",0,0,0,"1-168"
"1-168",1996,"530","territory",1,1,1,0,0,0,-0.743158751901488,70.3999862670898,0,NA,0,0.693593263626099,0.612200021743774,9,6,58774.38,1e+06,488.74,NA,0,0,1,5,25,0,2,0,0,-2.48396945875518,-2.17376937282468,1,NA,NA,1,-0.3102000859305,6.1918306507322,10.98146132465,13.8155105579643,"1996",0,0,1,"1-168"
