numcode,ccode,year,gpro,poldis,ecdis
16002,160,1976,0.0113,NA,NA
16002,160,1977,0.0113,NA,NA
16002,160,1978,0.0113,NA,NA
16002,160,1979,0.0113,NA,NA
16002,160,1980,0.0113,2,1
16002,160,1981,0.0113,NA,NA
16002,160,1982,0.0113,NA,NA
16002,160,1983,0.0113,NA,NA
16002,160,1984,0.0113,NA,NA
16002,160,1985,0.0113,NA,NA
16002,160,1986,0.0113,NA,NA
16002,160,1987,0.0113,NA,NA
16002,160,1988,0.0113,NA,NA
16002,160,1989,0.0113,NA,NA
16002,160,1990,0.0113,2,1
16002,160,1991,0.01104,2,1
16002,160,1992,0.01078,2,1
16002,160,1993,0.01052,2,1
16002,160,1994,0.01026,2,1
16002,160,1995,0.01,2,1
16002,160,1996,0.01,2,1
16002,160,1997,0.01,2,1
16002,160,1998,0.01,2,1
16002,160,1999,0.018333333333333333,2,1
16002,160,2000,0.026666666666666665,2,1
16002,160,2001,0.034999999999999996,2,1
16002,160,2002,0.04333333333333333,2,1
16002,160,2003,0.051666666666666666,2,1
16002,160,2004,0.06,3,3
16002,160,2005,0.06,3,3
16002,160,2006,0.06,3,3
16515,365,1955,NA,NA,NA
20003,200,1946,0.0099438,NA,NA
20003,200,1947,0.0099438,NA,NA
20003,200,1948,0.0099438,NA,NA
20003,200,1949,0.0099438,NA,NA
20003,200,1950,0.0099438,NA,NA
20003,200,1951,0.0099438,NA,NA
20003,200,1952,0.0099438,NA,NA
20003,200,1953,0.0099438,NA,NA
20003,200,1954,0.0099438,NA,NA
20003,200,1955,0.0099438,NA,NA
20003,200,1956,0.0099438,NA,NA
20003,200,1957,0.0099438,NA,NA
20003,200,1958,0.0099438,NA,NA
20003,200,1959,0.0099438,NA,NA
20003,200,1960,0.0099438,NA,NA
20003,200,1961,0.0099438,NA,NA
20003,200,1962,0.0099438,NA,NA
20003,200,1963,0.0099438,NA,NA
20003,200,1964,0.0099438,NA,NA
20003,200,1965,0.0099438,NA,NA
20003,200,1966,0.0099438,NA,NA
20003,200,1967,0.0099438,NA,NA
20003,200,1968,0.0099438,NA,NA
20003,200,1969,0.0099438,NA,NA
20003,200,1970,0.0099438,NA,NA
20003,200,1971,0.0099438,NA,NA
20003,200,1972,0.0099438,NA,NA
20003,200,1973,0.0099438,NA,NA
20003,200,1974,0.0099438,NA,NA
20003,200,1975,0.0099438,NA,NA
20003,200,1976,0.0099438,NA,NA
20003,200,1977,0.0099438,NA,NA
20003,200,1978,0.0099438,NA,NA
20003,200,1979,0.0099438,NA,NA
20003,200,1980,0.0099438,1,3
20003,200,1981,0.0099438,NA,NA
20003,200,1982,0.0099438,NA,NA
20003,200,1983,0.0099438,NA,NA
20003,200,1984,0.0099438,NA,NA
20003,200,1985,0.0099438,NA,NA
20003,200,1986,0.0099438,NA,NA
20003,200,1987,0.0099438,NA,NA
20003,200,1988,0.0099438,NA,NA
20003,200,1989,0.0099438,NA,NA
20003,200,1990,0.0099438,1,3
20003,200,1991,0.01033504,1,3
20003,200,1992,0.01072628,1,3
20003,200,1993,0.01111752,1,3
20003,200,1994,0.01150876,1,3
20003,200,1995,0.0119,1,3
20003,200,1996,0.0119,1,3
20003,200,1997,0.0119,1,3
20003,200,1998,0.0119,1,3
20003,200,1999,0.011583333333333334,1,3
20003,200,2000,0.011266666666666668,1,3
20003,200,2001,0.010950000000000001,1,3
20003,200,2002,0.010633333333333333,1,3
20003,200,2003,0.010316666666666667,1,3
20003,200,2004,0.01,1,3
20003,200,2005,0.01,1,3
20003,200,2006,0.01,1,3
20004,200,1946,0.0885001,NA,NA
20004,200,1947,0.0885001,NA,NA
20004,200,1948,0.0885001,NA,NA
20004,200,1949,0.0885001,NA,NA
20004,200,1950,0.0885001,NA,NA
20004,200,1951,0.0885001,NA,NA
20004,200,1952,0.0885001,NA,NA
20004,200,1953,0.0885001,NA,NA
20004,200,1954,0.0885001,NA,NA
20004,200,1955,0.0885001,NA,NA
20004,200,1956,0.0885001,NA,NA
20004,200,1957,0.0885001,NA,NA
20004,200,1958,0.0885001,NA,NA
20004,200,1959,0.0885001,NA,NA
20004,200,1960,0.0885001,NA,NA
20004,200,1961,0.0885001,NA,NA
20004,200,1962,0.0885001,NA,NA
20004,200,1963,0.0885001,NA,NA
20004,200,1964,0.0885001,NA,NA
20004,200,1965,0.0885001,NA,NA
20004,200,1966,0.0885001,NA,NA
20004,200,1967,0.0885001,NA,NA
20004,200,1968,0.0885001,NA,NA
20004,200,1969,0.0885001,NA,NA
20004,200,1970,0.0885001,NA,NA
20004,200,1971,0.0885001,NA,NA
20004,200,1972,0.0885001,NA,NA
20004,200,1973,0.0885001,NA,NA
20004,200,1974,0.0885001,NA,NA
20004,200,1975,0.0885001,NA,NA
20004,200,1976,0.0885001,NA,NA
20004,200,1977,0.0885001,NA,NA
20004,200,1978,0.0885001,NA,NA
20004,200,1979,0.0885001,NA,NA
20004,200,1980,0.0885001,0,0
20004,200,1981,0.0885001,NA,NA
20004,200,1982,0.0885001,NA,NA
20004,200,1983,0.0885001,NA,NA
20004,200,1984,0.0885001,NA,NA
20004,200,1985,0.0885001,NA,NA
20004,200,1986,0.0885001,NA,NA
20004,200,1987,0.0885001,NA,NA
20004,200,1988,0.0885001,NA,NA
20004,200,1989,0.0885001,NA,NA
20004,200,1990,0.0885001,0,0
20004,200,1991,0.09000008,0,0
20004,200,1992,0.09150006,0,0
20004,200,1993,0.09300004,0,0
20004,200,1994,0.09450002,0,0
20004,200,1995,0.096,0,0
20004,200,1996,0.096,0,0
20004,200,1997,0.096,0,0
20004,200,1998,0.096,0,0
20004,200,1999,0.091,0,0
20004,200,2000,0.08600000000000001,0,0
20004,200,2001,0.081,0,0
20004,200,2002,0.07600000000000001,0,0
20004,200,2003,0.07100000000000001,0,0
20004,200,2004,0.066,0,0
20004,200,2005,0.066,0,0
20004,200,2006,0.066,0,0
20005,200,1946,0.0160021,NA,NA
20005,200,1947,0.0160021,NA,NA
20005,200,1948,0.0160021,NA,NA
20005,200,1949,0.0160021,NA,NA
20005,200,1950,0.0160021,NA,NA
20005,200,1951,0.0160021,NA,NA
20005,200,1952,0.0160021,NA,NA
20005,200,1953,0.0160021,NA,NA
20005,200,1954,0.0160021,NA,NA
20005,200,1955,0.0160021,NA,NA
20005,200,1956,0.0160021,NA,NA
20005,200,1957,0.0160021,NA,NA
20005,200,1958,0.0160021,NA,NA
20005,200,1959,0.0160021,NA,NA
20005,200,1960,0.0160021,NA,NA
20005,200,1961,0.0160021,NA,NA
20005,200,1962,0.0160021,NA,NA
20005,200,1963,0.0160021,NA,NA
20005,200,1964,0.0160021,NA,NA
20005,200,1965,0.0160021,NA,NA
20005,200,1966,0.0160021,NA,NA
20005,200,1967,0.0160021,NA,NA
20005,200,1968,0.0160021,NA,NA
20005,200,1969,0.0160021,NA,NA
20005,200,1970,0.0160021,NA,NA
20005,200,1971,0.0160021,NA,NA
20005,200,1972,0.0160021,NA,NA
20005,200,1973,0.0160021,NA,NA
20005,200,1974,0.0160021,NA,NA
20005,200,1975,0.0160021,NA,NA
20005,200,1976,0.0160021,NA,NA
20005,200,1977,0.0160021,NA,NA
20005,200,1978,0.0160021,NA,NA
20005,200,1979,0.0160021,NA,NA
20005,200,1980,0.0160021,1,3
20005,200,1981,0.0160021,NA,NA
20005,200,1982,0.0160021,NA,NA
20005,200,1983,0.0160021,NA,NA
20005,200,1984,0.0160021,NA,NA
20005,200,1985,0.0160021,NA,NA
20005,200,1986,0.0160021,NA,NA
20005,200,1987,0.0160021,NA,NA
20005,200,1988,0.0160021,NA,NA
20005,200,1989,0.0160021,NA,NA
20005,200,1990,0.0160021,1,3
20005,200,1991,0.01680168,1,3
20005,200,1992,0.01760126,1,3
20005,200,1993,0.018400839999999998,1,3
20005,200,1994,0.01920042,1,3
20005,200,1995,0.02,1,3
20005,200,1996,0.02,1,3
20005,200,1997,0.02,1,3
20005,200,1998,0.02,1,3
20005,200,1999,0.018266666666666667,1,3
20005,200,2000,0.016533333333333334,1,3
20005,200,2001,0.0148,1,3
20005,200,2002,0.013066666666666667,1,3
20005,200,2003,0.011333333333333332,1,3
20005,200,2004,0.0096,2,3
20005,200,2005,0.0096,2,3
20005,200,2006,0.0096,2,3
20006,200,1946,0.0339594,NA,NA
20006,200,1947,0.0339594,NA,NA
20006,200,1948,0.0339594,NA,NA
20006,200,1949,0.0339594,NA,NA
20006,200,1950,0.0339594,NA,NA
20006,200,1951,0.0339594,NA,NA
20006,200,1952,0.0339594,NA,NA
20006,200,1953,0.0339594,NA,NA
20006,200,1954,0.0339594,NA,NA
20006,200,1955,0.0339594,NA,NA
20006,200,1956,0.0339594,NA,NA
20006,200,1957,0.0339594,NA,NA
20006,200,1958,0.0339594,NA,NA
20006,200,1959,0.0339594,NA,NA
20006,200,1960,0.0339594,NA,NA
20006,200,1961,0.0339594,NA,NA
20006,200,1962,0.0339594,NA,NA
20006,200,1963,0.0339594,NA,NA
20006,200,1964,0.0339594,NA,NA
20006,200,1965,0.0339594,NA,NA
20006,200,1966,0.0339594,NA,NA
20006,200,1967,0.0339594,NA,NA
20006,200,1968,0.0339594,NA,NA
20006,200,1969,0.0339594,NA,NA
20006,200,1970,0.0339594,NA,NA
20006,200,1971,0.0339594,NA,NA
20006,200,1972,0.0339594,NA,NA
20006,200,1973,0.0339594,NA,NA
20006,200,1974,0.0339594,NA,NA
20006,200,1975,0.0339594,NA,NA
20006,200,1976,0.0339594,NA,NA
20006,200,1977,0.0339594,NA,NA
20006,200,1978,0.0339594,NA,NA
20006,200,1979,0.0339594,NA,NA
20006,200,1980,0.0339594,1,3
20006,200,1981,0.0339594,NA,NA
20006,200,1982,0.0339594,NA,NA
20006,200,1983,0.0339594,NA,NA
20006,200,1984,0.0339594,NA,NA
20006,200,1985,0.0339594,NA,NA
20006,200,1986,0.0339594,NA,NA
20006,200,1987,0.0339594,NA,NA
20006,200,1988,0.0339594,NA,NA
20006,200,1989,0.0339594,NA,NA
20006,200,1990,0.0339594,1,3
20006,200,1991,0.03276752,1,3
20006,200,1992,0.03157564,1,3
20006,200,1993,0.030383760000000003,1,3
20006,200,1994,0.02919188,1,3
20006,200,1995,0.028,1,3
20006,200,1996,0.028,1,3
20006,200,1997,0.028,1,3
20006,200,1998,0.028,1,3
20006,200,1999,0.030633333333333332,1,3
20006,200,2000,0.03326666666666667,1,3
20006,200,2001,0.0359,1,3
20006,200,2002,0.038533333333333336,1,3
20006,200,2003,0.041166666666666664,1,3
20006,200,2004,0.0438,1,3
20006,200,2005,0.0438,1,3
20006,200,2006,0.0438,1,3
22002,220,1946,0.0043686,NA,NA
22002,220,1947,0.0043686,NA,NA
22002,220,1948,0.0043686,NA,NA
22002,220,1949,0.0043686,NA,NA
22002,220,1950,0.0043686,NA,NA
22002,220,1951,0.0043686,NA,NA
22002,220,1952,0.0043686,NA,NA
22002,220,1953,0.0043686,NA,NA
22002,220,1954,0.0043686,NA,NA
22002,220,1955,0.0043686,NA,NA
22002,220,1956,0.0043686,NA,NA
22002,220,1957,0.0043686,NA,NA
22002,220,1958,0.0043686,NA,NA
22002,220,1959,0.0043686,NA,NA
22002,220,1960,0.0043686,NA,NA
22002,220,1961,0.0043686,NA,NA
22002,220,1962,0.0043686,NA,NA
22002,220,1963,0.0043686,NA,NA
22002,220,1964,0.0043686,NA,NA
22002,220,1965,0.0043686,NA,NA
22002,220,1966,0.0043686,NA,NA
22002,220,1967,0.0043686,NA,NA
22002,220,1968,0.0043686,NA,NA
22002,220,1969,0.0043686,NA,NA
22002,220,1970,0.0043686,NA,NA
22002,220,1971,0.0043686,NA,NA
22002,220,1972,0.0043686,NA,NA
22002,220,1973,0.0043686,NA,NA
22002,220,1974,0.0043686,NA,NA
22002,220,1975,0.0043686,NA,NA
22002,220,1976,0.0043686,NA,NA
22002,220,1977,0.0043686,NA,NA
22002,220,1978,0.0043686,NA,NA
22002,220,1979,0.0043686,NA,NA
22002,220,1980,0.0043686,2,2
22002,220,1981,0.0043686,NA,NA
22002,220,1982,0.0043686,NA,NA
22002,220,1983,0.0043686,NA,NA
22002,220,1984,0.0043686,NA,NA
22002,220,1985,0.0043686,NA,NA
22002,220,1986,0.0043686,NA,NA
22002,220,1987,0.0043686,NA,NA
22002,220,1988,0.0043686,NA,NA
22002,220,1989,0.0043686,NA,NA
22002,220,1990,0.0043686,2,2
22002,220,1991,0.00437488,2,2
22002,220,1992,0.00438116,2,2
22002,220,1993,0.00438744,2,2
22002,220,1994,0.00439372,2,2
22002,220,1995,0.0044,2,2
22002,220,1996,0.0044,2,2
22002,220,1997,0.0044,2,2
22002,220,1998,0.0044,2,2
22002,220,1999,0.00425,2,1
22002,220,2000,0.0041,2,1
22002,220,2001,0.00395,2,1
22002,220,2002,0.0038000000000000004,2,1
22002,220,2003,0.00365,2,1
22002,220,2004,0.0035,0,0
22002,220,2005,0.0035,0,0
22002,220,2006,0.0035,0,0
22003,220,1946,0.0679883,NA,NA
22003,220,1947,0.0679883,NA,NA
22003,220,1948,0.0679883,NA,NA
22003,220,1949,0.0679883,NA,NA
22003,220,1950,0.0679883,NA,NA
22003,220,1951,0.0679883,NA,NA
22003,220,1952,0.0679883,NA,NA
22003,220,1953,0.0679883,NA,NA
22003,220,1954,0.0679883,NA,NA
22003,220,1955,0.0679883,NA,NA
22003,220,1956,0.0679883,NA,NA
22003,220,1957,0.0679883,NA,NA
22003,220,1958,0.0679883,NA,NA
22003,220,1959,0.0679883,NA,NA
22003,220,1960,0.0679883,NA,NA
22003,220,1961,0.0679883,NA,NA
22003,220,1962,0.0679883,NA,NA
22003,220,1963,0.0679883,NA,NA
22003,220,1964,0.0679883,NA,NA
22003,220,1965,0.0679883,NA,NA
22003,220,1966,0.0679883,NA,NA
22003,220,1967,0.0679883,NA,NA
22003,220,1968,0.0679883,NA,NA
22003,220,1969,0.0679883,NA,NA
22003,220,1970,0.0679883,NA,NA
22003,220,1971,0.0679883,NA,NA
22003,220,1972,0.0679883,NA,NA
22003,220,1973,0.0679883,NA,NA
22003,220,1974,0.0679883,NA,NA
22003,220,1975,0.0679883,NA,NA
22003,220,1976,0.0679883,NA,NA
22003,220,1977,0.0679883,NA,NA
22003,220,1978,0.0679883,NA,NA
22003,220,1979,0.0679883,NA,NA
22003,220,1980,0.0679883,0,1
22003,220,1981,0.0679883,NA,NA
22003,220,1982,0.0679883,NA,NA
22003,220,1983,0.0679883,NA,NA
22003,220,1984,0.0679883,NA,NA
22003,220,1985,0.0679883,NA,NA
22003,220,1986,0.0679883,NA,NA
22003,220,1987,0.0679883,NA,NA
22003,220,1988,0.0679883,NA,NA
22003,220,1989,0.0679883,NA,NA
22003,220,1990,0.0679883,NA,NA
22003,220,1991,NA,NA,NA
22003,220,1992,NA,NA,NA
22003,220,1993,NA,NA,NA
22003,220,1994,NA,NA,NA
22003,220,1995,NA,NA,NA
22003,220,1996,NA,NA,NA
22003,220,1997,NA,NA,NA
22003,220,1998,NA,NA,NA
22003,220,1999,NA,NA,NA
22003,220,2000,NA,NA,NA
22003,220,2001,NA,NA,NA
22003,220,2002,NA,NA,NA
22003,220,2003,NA,NA,NA
22004,220,1946,0.0062408,NA,NA
22004,220,1947,0.0062408,NA,NA
22004,220,1948,0.0062408,NA,NA
22004,220,1949,0.0062408,NA,NA
22004,220,1950,0.0062408,NA,NA
22004,220,1951,0.0062408,NA,NA
22004,220,1952,0.0062408,NA,NA
22004,220,1953,0.0062408,NA,NA
22004,220,1954,0.0062408,NA,NA
22004,220,1955,0.0062408,NA,NA
22004,220,1956,0.0062408,NA,NA
22004,220,1957,0.0062408,NA,NA
22004,220,1958,0.0062408,NA,NA
22004,220,1959,0.0062408,NA,NA
22004,220,1960,0.0062408,NA,NA
22004,220,1961,0.0062408,NA,NA
22004,220,1962,0.0062408,NA,NA
22004,220,1963,0.0062408,NA,NA
22004,220,1964,0.0062408,NA,NA
22004,220,1965,0.0062408,NA,NA
22004,220,1966,0.0062408,NA,NA
22004,220,1967,0.0062408,NA,NA
22004,220,1968,0.0062408,NA,NA
22004,220,1969,0.0062408,NA,NA
22004,220,1970,0.0062408,NA,NA
22004,220,1971,0.0062408,NA,NA
22004,220,1972,0.0062408,NA,NA
22004,220,1973,0.0062408,NA,NA
22004,220,1974,0.0062408,NA,NA
22004,220,1975,0.0062408,NA,NA
22004,220,1976,0.0062408,NA,NA
22004,220,1977,0.0062408,NA,NA
22004,220,1978,0.0062408,NA,NA
22004,220,1979,0.0062408,NA,NA
22004,220,1980,0.0062408,0,1
22004,220,1981,0.0062408,NA,NA
22004,220,1982,0.0062408,NA,NA
22004,220,1983,0.0062408,NA,NA
22004,220,1984,0.0062408,NA,NA
22004,220,1985,0.0062408,NA,NA
22004,220,1986,0.0062408,NA,NA
22004,220,1987,0.0062408,NA,NA
22004,220,1988,0.0062408,NA,NA
22004,220,1989,0.0062408,NA,NA
22004,220,1990,0.0062408,0,1
22004,220,1991,0.00623264,0,1
22004,220,1992,0.00622448,0,1
22004,220,1993,0.00621632,0,1
22004,220,1994,0.00620816,0,1
22004,220,1995,0.0062,0,1
22004,220,1996,0.0062,0,1
22004,220,1997,0.0062,0,1
22004,220,1998,0.0062,0,1
22004,220,1999,0.0056166666666666665,0,1
22004,220,2000,0.005033333333333333,0,1
22004,220,2001,0.00445,0,1
22004,220,2002,0.0038666666666666667,0,1
22004,220,2003,0.0032833333333333334,0,1
22004,220,2004,0.0027,0,1
22004,220,2005,0.0027,0,1
22004,220,2006,0.0027,0,1
22006,220,1946,0.0338071,NA,NA
22006,220,1947,0.0338071,NA,NA
22006,220,1948,0.0338071,NA,NA
22006,220,1949,0.0338071,NA,NA
22006,220,1950,0.0338071,NA,NA
22006,220,1951,0.0338071,NA,NA
22006,220,1952,0.0338071,NA,NA
22006,220,1953,0.0338071,NA,NA
22006,220,1954,0.0338071,NA,NA
22006,220,1955,0.0338071,NA,NA
22006,220,1956,0.0338071,NA,NA
22006,220,1957,0.0338071,NA,NA
22006,220,1958,0.0338071,NA,NA
22006,220,1959,0.0338071,NA,NA
22006,220,1960,0.0338071,NA,NA
22006,220,1961,0.0338071,NA,NA
22006,220,1962,0.0338071,NA,NA
22006,220,1963,0.0338071,NA,NA
22006,220,1964,0.0338071,NA,NA
22006,220,1965,0.0338071,NA,NA
22006,220,1966,0.0338071,NA,NA
22006,220,1967,0.0338071,NA,NA
22006,220,1968,0.0338071,NA,NA
22006,220,1969,0.0338071,NA,NA
22006,220,1970,0.0338071,NA,NA
22006,220,1971,0.0338071,NA,NA
22006,220,1972,0.0338071,NA,NA
22006,220,1973,0.0338071,NA,NA
22006,220,1974,0.0338071,NA,NA
22006,220,1975,0.0338071,NA,NA
22006,220,1976,0.0338071,NA,NA
22006,220,1977,0.0338071,NA,NA
22006,220,1978,0.0338071,NA,NA
22006,220,1979,0.0338071,NA,NA
22006,220,1980,0.0338071,2,3
22006,220,1981,0.0338071,NA,NA
22006,220,1982,0.0338071,NA,NA
22006,220,1983,0.0338071,NA,NA
22006,220,1984,0.0338071,NA,NA
22006,220,1985,0.0338071,NA,NA
22006,220,1986,0.0338071,NA,NA
22006,220,1987,0.0338071,NA,NA
22006,220,1988,0.0338071,NA,NA
22006,220,1989,0.0338071,NA,NA
22006,220,1990,0.0338071,4,3
22006,220,1991,0.03464568,4,3
22006,220,1992,0.03548426,4,3
22006,220,1993,0.03632284,4,3
22006,220,1994,0.03716142,4,3
22006,220,1995,0.038,4,3
22006,220,1996,0.038,4,3
22006,220,1997,0.038,4,3
22006,220,1998,0.038,4,3
22006,220,1999,0.042866666666666664,4,3
22006,220,2000,0.04773333333333333,4,3
22006,220,2001,0.052599999999999994,4,3
22006,220,2002,0.057466666666666666,4,3
22006,220,2003,0.06233333333333333,4,3
22006,220,2004,0.0672,3,3
22006,220,2005,0.0672,3,3
22006,220,2006,0.0672,3,3
22007,220,1946,0.0051931,NA,NA
22007,220,1947,0.0051931,NA,NA
22007,220,1948,0.0051931,NA,NA
22007,220,1949,0.0051931,NA,NA
22007,220,1950,0.0051931,NA,NA
22007,220,1951,0.0051931,NA,NA
22007,220,1952,0.0051931,NA,NA
22007,220,1953,0.0051931,NA,NA
22007,220,1954,0.0051931,NA,NA
22007,220,1955,0.0051931,NA,NA
22007,220,1956,0.0051931,NA,NA
22007,220,1957,0.0051931,NA,NA
22007,220,1958,0.0051931,NA,NA
22007,220,1959,0.0051931,NA,NA
22007,220,1960,0.0051931,NA,NA
22007,220,1961,0.0051931,NA,NA
22007,220,1962,0.0051931,NA,NA
22007,220,1963,0.0051931,NA,NA
22007,220,1964,0.0051931,NA,NA
22007,220,1965,0.0051931,NA,NA
22007,220,1966,0.0051931,NA,NA
22007,220,1967,0.0051931,NA,NA
22007,220,1968,0.0051931,NA,NA
22007,220,1969,0.0051931,NA,NA
22007,220,1970,0.0051931,NA,NA
22007,220,1971,0.0051931,NA,NA
22007,220,1972,0.0051931,NA,NA
22007,220,1973,0.0051931,NA,NA
22007,220,1974,0.0051931,NA,NA
22007,220,1975,0.0051931,NA,NA
22007,220,1976,0.0051931,NA,NA
22007,220,1977,0.0051931,NA,NA
22007,220,1978,0.0051931,NA,NA
22007,220,1979,0.0051931,NA,NA
22007,220,1980,0.0051931,3,3
22007,220,1981,0.0051931,NA,NA
22007,220,1982,0.0051931,NA,NA
22007,220,1983,0.0051931,NA,NA
22007,220,1984,0.0051931,NA,NA
22007,220,1985,0.0051931,NA,NA
22007,220,1986,0.0051931,NA,NA
22007,220,1987,0.0051931,NA,NA
22007,220,1988,0.0051931,NA,NA
22007,220,1989,0.0051931,NA,NA
22007,220,1990,0.0051931,3,3
22007,220,1991,0.00521448,3,3
22007,220,1992,0.00523586,3,3
22007,220,1993,0.00525724,3,3
22007,220,1994,0.00527862,3,3
22007,220,1995,0.0053,3,3
22007,220,1996,0.0053,3,3
22007,220,1997,0.0053,3,3
22007,220,1998,0.0053,3,3
22007,220,1999,0.005266666666666667,3,3
22007,220,2000,0.005233333333333334,3,3
22007,220,2001,0.0052,3,3
22007,220,2002,0.005166666666666667,3,3
22007,220,2003,0.0051333333333333335,3,3
22007,220,2004,0.0051,3,3
22007,220,2005,0.0051,3,3
22007,220,2006,0.0051,3,3
22501,225,1946,0.0221554,NA,NA
22501,225,1947,0.0221554,NA,NA
22501,225,1948,0.0221554,NA,NA
22501,225,1949,0.0221554,NA,NA
22501,225,1950,0.0221554,NA,NA
22501,225,1951,0.0221554,NA,NA
22501,225,1952,0.0221554,NA,NA
22501,225,1953,0.0221554,NA,NA
22501,225,1954,0.0221554,NA,NA
22501,225,1955,0.0221554,NA,NA
22501,225,1956,0.0221554,NA,NA
22501,225,1957,0.0221554,NA,NA
22501,225,1958,0.0221554,NA,NA
22501,225,1959,0.0221554,NA,NA
22501,225,1960,0.0221554,NA,NA
22501,225,1961,0.0221554,NA,NA
22501,225,1962,0.0221554,NA,NA
22501,225,1963,0.0221554,NA,NA
22501,225,1964,0.0221554,NA,NA
22501,225,1965,0.0221554,NA,NA
22501,225,1966,0.0221554,NA,NA
22501,225,1967,0.0221554,NA,NA
22501,225,1968,0.0221554,NA,NA
22501,225,1969,0.0221554,NA,NA
22501,225,1970,0.0221554,NA,NA
22501,225,1971,0.0221554,NA,NA
22501,225,1972,0.0221554,NA,NA
22501,225,1973,0.0221554,NA,NA
22501,225,1974,0.0221554,NA,NA
22501,225,1975,0.0221554,NA,NA
22501,225,1976,0.0221554,NA,NA
22501,225,1977,0.0221554,NA,NA
22501,225,1978,0.0221554,NA,NA
22501,225,1979,0.0221554,NA,NA
22501,225,1980,0.0221554,0,0
22501,225,1981,0.0221554,NA,NA
22501,225,1982,0.0221554,NA,NA
22501,225,1983,0.0221554,NA,NA
22501,225,1984,0.0221554,NA,NA
22501,225,1985,0.0221554,NA,NA
22501,225,1986,0.0221554,NA,NA
22501,225,1987,0.0221554,NA,NA
22501,225,1988,0.0221554,NA,NA
22501,225,1989,0.0221554,NA,NA
22501,225,1990,0.0221554,0,0
22501,225,1991,0.02212432,0,0
22501,225,1992,0.02209324,0,0
22501,225,1993,0.022062159999999997,0,0
22501,225,1994,0.022031079999999998,0,0
22501,225,1995,0.022,0,0
22501,225,1996,0.022,0,0
22501,225,1997,0.022,0,0
22501,225,1998,0.022,0,0
22501,225,1999,0.0195,0,0
22501,225,2000,0.017,0,0
22501,225,2001,0.014499999999999999,0,0
22501,225,2002,0.012,0,0
22501,225,2003,0.009499999999999998,0,0
22501,225,2004,0.007,0,0
22501,225,2005,0.007,0,0
22501,225,2006,0.007,0,0
22502,225,1946,0.1446756,NA,NA
22502,225,1947,0.1446756,NA,NA
22502,225,1948,0.1446756,NA,NA
22502,225,1949,0.1446756,NA,NA
22502,225,1950,0.1446756,NA,NA
22502,225,1951,0.1446756,NA,NA
22502,225,1952,0.1446756,NA,NA
22502,225,1953,0.1446756,NA,NA
22502,225,1954,0.1446756,NA,NA
22502,225,1955,0.1446756,NA,NA
22502,225,1956,0.1446756,NA,NA
22502,225,1957,0.1446756,NA,NA
22502,225,1958,0.1446756,NA,NA
22502,225,1959,0.1446756,NA,NA
22502,225,1960,0.1446756,NA,NA
22502,225,1961,0.1446756,NA,NA
22502,225,1962,0.1446756,NA,NA
22502,225,1963,0.1446756,NA,NA
22502,225,1964,0.1446756,NA,NA
22502,225,1965,0.1446756,NA,NA
22502,225,1966,0.1446756,NA,NA
22502,225,1967,0.1446756,NA,NA
22502,225,1968,0.1446756,NA,NA
22502,225,1969,0.1446756,NA,NA
22502,225,1970,0.1446756,NA,NA
22502,225,1971,0.1446756,NA,NA
22502,225,1972,0.1446756,NA,NA
22502,225,1973,0.1446756,NA,NA
22502,225,1974,0.1446756,NA,NA
22502,225,1975,0.1446756,NA,NA
22502,225,1976,0.1446756,NA,NA
22502,225,1977,0.1446756,NA,NA
22502,225,1978,0.1446756,NA,NA
22502,225,1979,0.1446756,NA,NA
22502,225,1980,0.1446756,4,2
22502,225,1981,0.1446756,NA,NA
22502,225,1982,0.1446756,NA,NA
22502,225,1983,0.1446756,NA,NA
22502,225,1984,0.1446756,NA,NA
22502,225,1985,0.1446756,NA,NA
22502,225,1986,0.1446756,NA,NA
22502,225,1987,0.1446756,NA,NA
22502,225,1988,0.1446756,NA,NA
22502,225,1989,0.1446756,NA,NA
22502,225,1990,0.1446756,4,2
22502,225,1991,0.15454047999999998,4,2
22502,225,1992,0.16440536,4,2
22502,225,1993,0.17427024,4,2
22502,225,1994,0.18413512,4,2
22502,225,1995,0.194,4,2
22502,225,1996,0.194,4,2
22502,225,1997,0.194,4,2
22502,225,1998,0.194,4,2
22502,225,1999,0.195,4,2
22502,225,2000,0.196,4,2
22502,225,2001,0.197,4,2
22502,225,2002,0.198,4,2
22502,225,2003,0.199,4,2
22502,225,2004,0.2,4,2
22502,225,2005,0.2,4,2
22502,225,2006,0.2,4,2
23001,230,1946,0.045026,NA,NA
23001,230,1947,0.045026,NA,NA
23001,230,1948,0.045026,NA,NA
23001,230,1949,0.045026,NA,NA
23001,230,1950,0.045026,NA,NA
23001,230,1951,0.045026,NA,NA
23001,230,1952,0.045026,NA,NA
23001,230,1953,0.045026,NA,NA
23001,230,1954,0.045026,NA,NA
23001,230,1955,0.045026,NA,NA
23001,230,1956,0.045026,NA,NA
23001,230,1957,0.045026,NA,NA
23001,230,1958,0.045026,NA,NA
23001,230,1959,0.045026,NA,NA
23001,230,1960,0.045026,NA,NA
23001,230,1961,0.045026,NA,NA
23001,230,1962,0.045026,NA,NA
23001,230,1963,0.045026,NA,NA
23001,230,1964,0.045026,NA,NA
23001,230,1965,0.045026,NA,NA
23001,230,1966,0.045026,NA,NA
23001,230,1967,0.045026,NA,NA
23001,230,1968,0.045026,NA,NA
