numcode,ccode,year,gpro,poldis,ecdis
201,2,1946,0.1231,NA,NA
201,2,1947,0.1231,NA,NA
201,2,1948,0.1231,NA,NA
201,2,1949,0.1231,NA,NA
201,2,1950,0.1231,NA,NA
201,2,1951,0.1231,NA,NA
201,2,1952,0.1231,NA,NA
201,2,1953,0.1231,NA,NA
201,2,1954,0.1231,NA,NA
201,2,1955,0.1231,NA,NA
201,2,1956,0.1231,NA,NA
201,2,1957,0.1231,NA,NA
201,2,1958,0.1231,NA,NA
201,2,1959,0.1231,NA,NA
201,2,1960,0.1231,NA,NA
201,2,1961,0.1231,NA,NA
201,2,1962,0.1231,NA,NA
201,2,1963,0.1231,NA,NA
201,2,1964,0.1231,NA,NA
201,2,1965,0.1231,NA,NA
201,2,1966,0.1231,NA,NA
201,2,1967,0.1231,NA,NA
201,2,1968,0.1231,NA,NA
201,2,1969,0.1231,NA,NA
201,2,1970,0.1231,NA,NA
201,2,1971,0.1231,NA,NA
201,2,1972,0.1231,NA,NA
201,2,1973,0.1231,NA,NA
201,2,1974,0.1231,NA,NA
201,2,1975,0.1231,NA,NA
201,2,1976,0.1231,NA,NA
201,2,1977,0.1231,NA,NA
201,2,1978,0.1231,NA,NA
201,2,1979,0.1231,NA,NA
201,2,1980,0.1231,1,1
201,2,1981,0.1231,NA,NA
201,2,1982,0.1231,NA,NA
201,2,1983,0.1231,NA,NA
201,2,1984,0.1231,NA,NA
201,2,1985,0.1231,NA,NA
201,2,1986,0.1231,NA,NA
201,2,1987,0.1231,NA,NA
201,2,1988,0.1231,NA,NA
201,2,1989,0.1231,NA,NA
201,2,1990,0.1231,1,1
201,2,1991,0.12328,1,1
201,2,1992,0.12346,1,1
201,2,1993,0.12364,1,1
201,2,1994,0.12382,1,1
201,2,1995,0.124,1,1
201,2,1996,0.124,1,1
201,2,1997,0.124,1,1
201,2,1998,0.124,1,1
201,2,1999,0.12483333333333334,1,1
201,2,2000,0.12566666666666668,1,1
201,2,2001,0.1265,1,1
201,2,2002,0.12733333333333333,1,1
201,2,2003,0.12816666666666668,1,1
201,2,2004,0.129,1,1
201,2,2005,0.129,1,1
201,2,2006,0.129,1,1
202,2,1946,0.084,NA,NA
202,2,1947,0.084,NA,NA
202,2,1948,0.084,NA,NA
202,2,1949,0.084,NA,NA
202,2,1950,0.084,NA,NA
202,2,1951,0.084,NA,NA
202,2,1952,0.084,NA,NA
202,2,1953,0.084,NA,NA
202,2,1954,0.084,NA,NA
202,2,1955,0.084,NA,NA
202,2,1956,0.084,NA,NA
202,2,1957,0.084,NA,NA
202,2,1958,0.084,NA,NA
202,2,1959,0.084,NA,NA
202,2,1960,0.084,NA,NA
202,2,1961,0.084,NA,NA
202,2,1962,0.084,NA,NA
202,2,1963,0.084,NA,NA
202,2,1964,0.084,NA,NA
202,2,1965,0.084,NA,NA
202,2,1966,0.084,NA,NA
202,2,1967,0.084,NA,NA
202,2,1968,0.084,NA,NA
202,2,1969,0.084,NA,NA
202,2,1970,0.084,NA,NA
202,2,1971,0.084,NA,NA
202,2,1972,0.084,NA,NA
202,2,1973,0.084,NA,NA
202,2,1974,0.084,NA,NA
202,2,1975,0.084,NA,NA
202,2,1976,0.084,NA,NA
202,2,1977,0.084,NA,NA
202,2,1978,0.084,NA,NA
202,2,1979,0.084,NA,NA
202,2,1980,0.084,1,2
202,2,1981,0.084,NA,NA
202,2,1982,0.084,NA,NA
202,2,1983,0.084,NA,NA
202,2,1984,0.084,NA,NA
202,2,1985,0.084,NA,NA
202,2,1986,0.084,NA,NA
202,2,1987,0.084,NA,NA
202,2,1988,0.084,NA,NA
202,2,1989,0.084,NA,NA
202,2,1990,0.084,1,2
202,2,1991,0.0872,1,2
202,2,1992,0.09040000000000001,1,2
202,2,1993,0.0936,1,2
202,2,1994,0.09680000000000001,1,2
202,2,1995,0.1,1,2
202,2,1996,0.1,1,2
202,2,1997,0.1,1,2
202,2,1998,0.1,1,2
202,2,1999,0.10833333333333334,1,2
202,2,2000,0.11666666666666667,1,1
202,2,2001,0.125,1,1
202,2,2002,0.13333333333333333,1,1
202,2,2003,0.14166666666666666,1,1
202,2,2004,0.15,1,1
202,2,2005,0.15,1,1
202,2,2006,0.15,1,1
203,2,1946,0.0066,NA,NA
203,2,1947,0.0066,NA,NA
203,2,1948,0.0066,NA,NA
203,2,1949,0.0066,NA,NA
203,2,1950,0.0066,NA,NA
203,2,1951,0.0066,NA,NA
203,2,1952,0.0066,NA,NA
203,2,1953,0.0066,NA,NA
203,2,1954,0.0066,NA,NA
203,2,1955,0.0066,NA,NA
203,2,1956,0.0066,NA,NA
203,2,1957,0.0066,NA,NA
203,2,1958,0.0066,NA,NA
203,2,1959,0.0066,NA,NA
203,2,1960,0.0066,NA,NA
203,2,1961,0.0066,NA,NA
203,2,1962,0.0066,NA,NA
203,2,1963,0.0066,NA,NA
203,2,1964,0.0066,NA,NA
203,2,1965,0.0066,NA,NA
203,2,1966,0.0066,NA,NA
203,2,1967,0.0066,NA,NA
203,2,1968,0.0066,NA,NA
203,2,1969,0.0066,NA,NA
203,2,1970,0.0066,NA,NA
203,2,1971,0.0066,NA,NA
203,2,1972,0.0066,NA,NA
203,2,1973,0.0066,NA,NA
203,2,1974,0.0066,NA,NA
203,2,1975,0.0066,NA,NA
203,2,1976,0.0066,NA,NA
203,2,1977,0.0066,NA,NA
203,2,1978,0.0066,NA,NA
203,2,1979,0.0066,NA,NA
203,2,1980,0.0066,1,1
203,2,1981,0.0066,NA,NA
203,2,1982,0.0066,NA,NA
203,2,1983,0.0066,NA,NA
203,2,1984,0.0066,NA,NA
203,2,1985,0.0066,NA,NA
203,2,1986,0.0066,NA,NA
203,2,1987,0.0066,NA,NA
203,2,1988,0.0066,NA,NA
203,2,1989,0.0066,NA,NA
203,2,1990,0.0066,1,1
203,2,1991,0.00684,1,1
203,2,1992,0.0070799999999999995,1,1
203,2,1993,0.00732,1,1
203,2,1994,0.00756,1,1
203,2,1995,0.0078,1,1
203,2,1996,0.0078,1,1
203,2,1997,0.0078,1,1
203,2,1998,0.0078,1,1
203,2,1999,0.008166666666666666,1,1
203,2,2000,0.008533333333333334,1,1
203,2,2001,0.0089,1,1
203,2,2002,0.009266666666666666,1,1
203,2,2003,0.009633333333333334,1,1
203,2,2004,0.01,1,1
203,2,2005,0.01,1,1
203,2,2006,0.01,1,1
204,2,1946,9.425e-4,NA,NA
204,2,1947,9.425e-4,NA,NA
204,2,1948,9.425e-4,NA,NA
204,2,1949,9.425e-4,NA,NA
204,2,1950,9.425e-4,NA,NA
204,2,1951,9.425e-4,NA,NA
204,2,1952,9.425e-4,NA,NA
204,2,1953,9.425e-4,NA,NA
204,2,1954,9.425e-4,NA,NA
204,2,1955,9.425e-4,NA,NA
204,2,1956,9.425e-4,NA,NA
204,2,1957,9.425e-4,NA,NA
204,2,1958,9.425e-4,NA,NA
204,2,1959,9.425e-4,NA,NA
204,2,1960,9.425e-4,NA,NA
204,2,1961,9.425e-4,NA,NA
204,2,1962,9.425e-4,NA,NA
204,2,1963,9.425e-4,NA,NA
204,2,1964,9.425e-4,NA,NA
204,2,1965,9.425e-4,NA,NA
204,2,1966,9.425e-4,NA,NA
204,2,1967,9.425e-4,NA,NA
204,2,1968,9.425e-4,NA,NA
204,2,1969,9.425e-4,NA,NA
204,2,1970,9.425e-4,NA,NA
204,2,1971,9.425e-4,NA,NA
204,2,1972,9.425e-4,NA,NA
204,2,1973,9.425e-4,NA,NA
204,2,1974,9.425e-4,NA,NA
204,2,1975,9.425e-4,NA,NA
204,2,1976,9.425e-4,NA,NA
204,2,1977,9.425e-4,NA,NA
204,2,1978,9.425e-4,NA,NA
204,2,1979,9.425e-4,NA,NA
204,2,1980,9.425e-4,0,3
204,2,1981,9.425e-4,NA,NA
204,2,1982,9.425e-4,NA,NA
204,2,1983,9.425e-4,NA,NA
204,2,1984,9.425e-4,NA,NA
204,2,1985,9.425e-4,NA,NA
204,2,1986,9.425e-4,NA,NA
204,2,1987,9.425e-4,NA,NA
204,2,1988,9.425e-4,NA,NA
204,2,1989,9.425e-4,NA,NA
204,2,1990,9.425e-4,0,1
204,2,1991,9.939999999999999e-4,0,1
204,2,1992,0.0010455,0,1
204,2,1993,0.0010969999999999999,0,1
204,2,1994,0.0011485,0,1
204,2,1995,0.0012,0,1
204,2,1996,0.0012,0,1
204,2,1997,0.0012,0,1
204,2,1998,0.0012,0,1
204,2,1999,0.0012333333333333332,0,1
204,2,2000,0.0012666666666666666,0,1
204,2,2001,0.0013,0,1
204,2,2002,0.0013333333333333333,0,1
204,2,2003,0.0013666666666666666,0,1
204,2,2004,0.0014,0,1
204,2,2005,0.0014,0,1
204,2,2006,0.0014,0,1
2001,20,1946,0.256,NA,NA
2001,20,1947,0.256,NA,NA
2001,20,1948,0.256,NA,NA
2001,20,1949,0.256,NA,NA
2001,20,1950,0.256,NA,NA
2001,20,1951,0.256,NA,NA
2001,20,1952,0.256,NA,NA
2001,20,1953,0.256,NA,NA
2001,20,1954,0.256,NA,NA
2001,20,1955,0.256,NA,NA
2001,20,1956,0.256,NA,NA
2001,20,1957,0.256,NA,NA
2001,20,1958,0.256,NA,NA
2001,20,1959,0.256,NA,NA
2001,20,1960,0.256,NA,NA
2001,20,1961,0.256,NA,NA
2001,20,1962,0.256,NA,NA
2001,20,1963,0.256,NA,NA
2001,20,1964,0.256,NA,NA
2001,20,1965,0.256,NA,NA
2001,20,1966,0.256,NA,NA
2001,20,1967,0.256,NA,NA
2001,20,1968,0.256,NA,NA
2001,20,1969,0.256,NA,NA
2001,20,1970,0.256,NA,NA
2001,20,1971,0.256,NA,NA
2001,20,1972,0.256,NA,NA
2001,20,1973,0.256,NA,NA
2001,20,1974,0.256,NA,NA
2001,20,1975,0.256,NA,NA
2001,20,1976,0.256,NA,NA
2001,20,1977,0.256,NA,NA
2001,20,1978,0.256,NA,NA
2001,20,1979,0.256,NA,NA
2001,20,1980,0.256,0,0
2001,20,1981,0.256,NA,NA
2001,20,1982,0.256,NA,NA
2001,20,1983,0.256,NA,NA
2001,20,1984,0.256,NA,NA
2001,20,1985,0.256,NA,NA
2001,20,1986,0.256,NA,NA
2001,20,1987,0.256,NA,NA
2001,20,1988,0.256,NA,NA
2001,20,1989,0.256,NA,NA
2001,20,1990,0.256,0,0
2001,20,1991,0.2412,0,0
2001,20,1992,0.2264,0,0
2001,20,1993,0.2116,0,0
2001,20,1994,0.1968,0,0
2001,20,1995,0.182,0,0
2001,20,1996,0.182,0,0
2001,20,1997,0.182,0,0
2001,20,1998,0.182,0,0
2001,20,1999,0.1849,0,0
2001,20,2000,0.1878,0,0
2001,20,2001,0.19069999999999998,0,0
2001,20,2002,0.1936,0,0
2001,20,2003,0.1965,0,0
2001,20,2004,0.1994,0,0
2001,20,2005,0.1975,0,0
2001,20,2006,0.1955,0,0
2002,20,1946,0.039983200000000003,NA,NA
2002,20,1947,0.039983200000000003,NA,NA
2002,20,1948,0.039983200000000003,NA,NA
2002,20,1949,0.039983200000000003,NA,NA
2002,20,1950,0.039983200000000003,NA,NA
2002,20,1951,0.039983200000000003,NA,NA
2002,20,1952,0.039983200000000003,NA,NA
2002,20,1953,0.039983200000000003,NA,NA
2002,20,1954,0.039983200000000003,NA,NA
2002,20,1955,0.039983200000000003,NA,NA
2002,20,1956,0.039983200000000003,NA,NA
2002,20,1957,0.039983200000000003,NA,NA
2002,20,1958,0.039983200000000003,NA,NA
2002,20,1959,0.039983200000000003,NA,NA
2002,20,1960,0.039983200000000003,NA,NA
2002,20,1961,0.039983200000000003,NA,NA
2002,20,1962,0.039983200000000003,NA,NA
2002,20,1963,0.039983200000000003,NA,NA
2002,20,1964,0.039983200000000003,NA,NA
2002,20,1965,0.039983200000000003,NA,NA
2002,20,1966,0.039983200000000003,NA,NA
2002,20,1967,0.039983200000000003,NA,NA
2002,20,1968,0.039983200000000003,NA,NA
2002,20,1969,0.039983200000000003,NA,NA
2002,20,1970,0.039983200000000003,NA,NA
2002,20,1971,0.039983200000000003,NA,NA
2002,20,1972,0.039983200000000003,NA,NA
2002,20,1973,0.039983200000000003,NA,NA
2002,20,1974,0.039983200000000003,NA,NA
2002,20,1975,0.039983200000000003,NA,NA
2002,20,1976,0.039983200000000003,NA,NA
2002,20,1977,0.039983200000000003,NA,NA
2002,20,1978,0.039983200000000003,NA,NA
2002,20,1979,0.039983200000000003,NA,NA
2002,20,1980,0.039983200000000003,0,1
2002,20,1981,0.039983200000000003,NA,NA
2002,20,1982,0.039983200000000003,NA,NA
2002,20,1983,0.039983200000000003,NA,NA
2002,20,1984,0.039983200000000003,NA,NA
2002,20,1985,0.039983200000000003,NA,NA
2002,20,1986,0.039983200000000003,NA,NA
2002,20,1987,0.039983200000000003,NA,NA
2002,20,1988,0.039983200000000003,NA,NA
2002,20,1989,0.039983200000000003,NA,NA
2002,20,1990,0.039983200000000003,0,1
2002,20,1991,0.03958656,0,1
2002,20,1992,0.03918992,0,1
2002,20,1993,0.03879328,0,1
2002,20,1994,0.03839664,0,1
2002,20,1995,0.038,0,1
2002,20,1996,0.038,0,1
2002,20,1997,0.038,0,1
2002,20,1998,0.038,0,1
2002,20,1999,0.039,0,1
2002,20,2000,0.04,0,1
2002,20,2001,0.040999999999999995,0,1
2002,20,2002,0.041999999999999996,0,1
2002,20,2003,0.043,0,1
2002,20,2004,0.044,0,1
2002,20,2005,0.044,0,1
2002,20,2006,0.044,0,1
2003,20,1946,0.023,NA,NA
2003,20,1947,0.023,NA,NA
2003,20,1948,0.023,NA,NA
2003,20,1949,0.023,NA,NA
2003,20,1950,0.023,NA,NA
2003,20,1951,0.023,NA,NA
2003,20,1952,0.023,NA,NA
2003,20,1953,0.023,NA,NA
2003,20,1954,0.023,NA,NA
2003,20,1955,0.023,NA,NA
2003,20,1956,0.023,NA,NA
2003,20,1957,0.023,NA,NA
2003,20,1958,0.023,NA,NA
2003,20,1959,0.023,NA,NA
2003,20,1960,0.023,NA,NA
2003,20,1961,0.023,NA,NA
2003,20,1962,0.023,NA,NA
2003,20,1963,0.023,NA,NA
2003,20,1964,0.023,NA,NA
2003,20,1965,0.023,NA,NA
2003,20,1966,0.023,NA,NA
2003,20,1967,0.023,NA,NA
2003,20,1968,0.023,NA,NA
2003,20,1969,0.023,NA,NA
2003,20,1970,0.023,NA,NA
2003,20,1971,0.023,NA,NA
2003,20,1972,0.023,NA,NA
2003,20,1973,0.023,NA,NA
2003,20,1974,0.023,NA,NA
2003,20,1975,0.023,NA,NA
2003,20,1976,0.023,NA,NA
2003,20,1977,0.023,NA,NA
2003,20,1978,0.023,NA,NA
2003,20,1979,0.023,NA,NA
2003,20,1980,0.023,2,3
2003,20,1981,0.023,NA,NA
2003,20,1982,0.023,NA,NA
2003,20,1983,0.023,NA,NA
2003,20,1984,0.023,NA,NA
2003,20,1985,0.023,NA,NA
2003,20,1986,0.023,NA,NA
2003,20,1987,0.023,NA,NA
2003,20,1988,0.023,NA,NA
2003,20,1989,0.023,NA,NA
2003,20,1990,0.023,2,1
2003,20,1991,0.0246,1,1
2003,20,1992,0.0262,1,1
2003,20,1993,0.0278,1,1
2003,20,1994,0.0294,1,1
2003,20,1995,0.031,1,1
2003,20,1996,0.031,1,1
2003,20,1997,0.031,1,1
2003,20,1998,0.031,1,1
2003,20,1999,0.030333333333333334,1,1
2003,20,2000,0.029666666666666668,1,1
2003,20,2001,0.028999999999999998,1,1
2003,20,2002,0.028333333333333332,1,1
2003,20,2003,0.027666666666666666,1,1
2003,20,2004,0.027,1,1
2003,20,2005,0.027,1,1
2003,20,2006,0.027,1,1
4201,42,1946,0.087,NA,NA
4201,42,1947,0.087,NA,NA
4201,42,1948,0.087,NA,NA
4201,42,1949,0.087,NA,NA
4201,42,1950,0.087,NA,NA
4201,42,1951,0.087,NA,NA
4201,42,1952,0.087,NA,NA
4201,42,1953,0.087,NA,NA
4201,42,1954,0.087,NA,NA
4201,42,1955,0.087,NA,NA
4201,42,1956,0.087,NA,NA
4201,42,1957,0.087,NA,NA
4201,42,1958,0.087,NA,NA
4201,42,1959,0.087,NA,NA
4201,42,1960,0.087,NA,NA
4201,42,1961,0.087,NA,NA
4201,42,1962,0.087,NA,NA
4201,42,1963,0.087,NA,NA
4201,42,1964,0.087,NA,NA
4201,42,1965,0.087,NA,NA
4201,42,1966,0.087,NA,NA
4201,42,1967,0.087,NA,NA
4201,42,1968,0.087,NA,NA
4201,42,1969,0.087,NA,NA
4201,42,1970,0.087,NA,NA
4201,42,1971,0.087,NA,NA
4201,42,1972,0.087,NA,NA
4201,42,1973,0.087,NA,NA
4201,42,1974,0.087,NA,NA
4201,42,1975,0.087,NA,NA
4201,42,1976,0.087,NA,NA
4201,42,1977,0.087,NA,NA
4201,42,1978,0.087,NA,NA
4201,42,1979,0.087,NA,NA
4201,42,1980,0.087,4,4
4201,42,1981,0.087,NA,NA
4201,42,1982,0.087,NA,NA
4201,42,1983,0.087,NA,NA
4201,42,1984,0.087,NA,NA
4201,42,1985,0.087,NA,NA
4201,42,1986,0.087,NA,NA
4201,42,1987,0.087,NA,NA
4201,42,1988,0.087,NA,NA
4201,42,1989,0.087,NA,NA
4201,42,1990,0.087,4,4
4201,42,1991,0.0896,4,4
4201,42,1992,0.0922,4,4
4201,42,1993,0.0948,4,4
4201,42,1994,0.0974,4,4
4201,42,1995,0.1,4,4
4201,42,1996,0.1,4,4
4201,42,1997,0.1,4,4
4201,42,1998,0.1,4,4
4201,42,1999,0.09666666666666668,4,4
4201,42,2000,0.09333333333333334,4,4
4201,42,2001,0.09,4,4
4201,42,2002,0.08666666666666667,4,4
4201,42,2003,0.08333333333333334,4,4
4201,42,2004,0.08,4,4
4201,42,2005,0.08,4,4
4201,42,2006,0.08,4,4
7002,70,1946,0.12,NA,NA
7002,70,1947,0.12,NA,NA
7002,70,1948,0.12,NA,NA
7002,70,1949,0.12,NA,NA
7002,70,1950,0.12,NA,NA
7002,70,1951,0.12,NA,NA
7002,70,1952,0.12,NA,NA
7002,70,1953,0.12,NA,NA
7002,70,1954,0.12,NA,NA
7002,70,1955,0.12,NA,NA
7002,70,1956,0.12,NA,NA
7002,70,1957,0.12,NA,NA
7002,70,1958,0.12,NA,NA
7002,70,1959,0.12,NA,NA
7002,70,1960,0.12,NA,NA
7002,70,1961,0.12,NA,NA
7002,70,1962,0.12,NA,NA
7002,70,1963,0.12,NA,NA
7002,70,1964,0.12,NA,NA
7002,70,1965,0.12,NA,NA
7002,70,1966,0.12,NA,NA
7002,70,1967,0.12,NA,NA
7002,70,1968,0.12,NA,NA
7002,70,1969,0.12,NA,NA
7002,70,1970,0.12,NA,NA
7002,70,1971,0.12,NA,NA
7002,70,1972,0.12,NA,NA
7002,70,1973,0.12,NA,NA
7002,70,1974,0.12,NA,NA
7002,70,1975,0.12,NA,NA
7002,70,1976,0.12,NA,NA
7002,70,1977,0.12,NA,NA
7002,70,1978,0.12,NA,NA
7002,70,1979,0.12,NA,NA
7002,70,1980,0.12,3,3
7002,70,1981,0.12,NA,NA
7002,70,1982,0.12,NA,NA
7002,70,1983,0.12,NA,NA
7002,70,1984,0.12,NA,NA
7002,70,1985,0.12,NA,NA
7002,70,1986,0.12,NA,NA
7002,70,1987,0.12,NA,NA
7002,70,1988,0.12,NA,NA
7002,70,1989,0.12,NA,NA
7002,70,1990,0.12,3,3
7002,70,1991,0.0982,3,3
7002,70,1992,0.0764,3,3
7002,70,1993,0.054599999999999996,3,3
7002,70,1994,0.032799999999999996,3,3
7002,70,1995,0.011,3,3
7002,70,1996,0.011,3,3
7002,70,1997,0.011,3,3
7002,70,1998,0.011,3,3
7002,70,1999,0.013966666666666665,3,3
7002,70,2000,0.01693333333333333,3,3
7002,70,2001,0.0199,3,3
7002,70,2002,0.022866666666666667,3,3
7002,70,2003,0.025833333333333333,3,3
7002,70,2004,0.0288,3,3
7002,70,2005,0.0288,3,3
7002,70,2006,0.0288,3,3
7003,70,1946,0.008889,NA,NA
7003,70,1947,0.008889,NA,NA
7003,70,1948,0.008889,NA,NA
7003,70,1949,0.008889,NA,NA
7003,70,1950,0.008889,NA,NA
7003,70,1951,0.008889,NA,NA
7003,70,1952,0.008889,NA,NA
7003,70,1953,0.008889,NA,NA
7003,70,1954,0.008889,NA,NA
7003,70,1955,0.008889,NA,NA
7003,70,1956,0.008889,NA,NA
7003,70,1957,0.008889,NA,NA
7003,70,1958,0.008889,NA,NA
7003,70,1959,0.008889,NA,NA
7003,70,1960,0.008889,NA,NA
7003,70,1961,0.008889,NA,NA
7003,70,1962,0.008889,NA,NA
7003,70,1963,0.008889,NA,NA
7003,70,1964,0.008889,NA,NA
7003,70,1965,0.008889,NA,NA
7003,70,1966,0.008889,NA,NA
7003,70,1967,0.008889,NA,NA
7003,70,1968,0.008889,NA,NA
7003,70,1969,0.008889,NA,NA
7003,70,1970,0.008889,NA,NA
7003,70,1971,0.008889,NA,NA
7003,70,1972,0.008889,NA,NA
7003,70,1973,0.008889,NA,NA
7003,70,1974,0.008889,NA,NA
7003,70,1975,0.008889,NA,NA
7003,70,1976,0.008889,NA,NA
7003,70,1977,0.008889,NA,NA
7003,70,1978,0.008889,NA,NA
7003,70,1979,0.008889,NA,NA
7003,70,1980,0.008889,3,3
7003,70,1981,0.008889,NA,NA
7003,70,1982,0.008889,NA,NA
7003,70,1983,0.008889,NA,NA
7003,70,1984,0.008889,NA,NA
7003,70,1985,0.008889,NA,NA
7003,70,1986,0.008889,NA,NA
7003,70,1987,0.008889,NA,NA
7003,70,1988,0.008889,NA,NA
7003,70,1989,0.008889,NA,NA
7003,70,1990,0.008889,3,3
7003,70,1991,0.0083112,3,3
7003,70,1992,0.0077334,3,3
7003,70,1993,0.0071556,3,3
7003,70,1994,0.0065778,3,3
7003,70,1995,0.006,3,3
7003,70,1996,0.006,3,3
7003,70,1997,0.006,3,3
7003,70,1998,0.006,3,3
7003,70,1999,0.0062833333333333335,3,3
7003,70,2000,0.006566666666666667,3,3
7003,70,2001,0.00685,3,3
7003,70,2002,0.0071333333333333335,3,3
7003,70,2003,0.007416666666666667,3,3
7003,70,2004,0.0077,3,3
7003,70,2005,0.0077,3,3
7003,70,2006,0.0077,3,3
7004,70,1946,0.0863575,NA,NA
7004,70,1947,0.0863575,NA,NA
7004,70,1948,0.0863575,NA,NA
7004,70,1949,0.0863575,NA,NA
7004,70,1950,0.0863575,NA,NA
7004,70,1951,0.0863575,NA,NA
7004,70,1952,0.0863575,NA,NA
7004,70,1953,0.0863575,NA,NA
7004,70,1954,0.0863575,NA,NA
7004,70,1955,0.0863575,NA,NA
7004,70,1956,0.0863575,NA,NA
7004,70,1957,0.0863575,NA,NA
7004,70,1958,0.0863575,NA,NA
7004,70,1959,0.0863575,NA,NA
7004,70,1960,0.0863575,NA,NA
7004,70,1961,0.0863575,NA,NA
7004,70,1962,0.0863575,NA,NA
7004,70,1963,0.0863575,NA,NA
7004,70,1964,0.0863575,NA,NA
7004,70,1965,0.0863575,NA,NA
7004,70,1966,0.0863575,NA,NA
7004,70,1967,0.0863575,NA,NA
7004,70,1968,0.0863575,NA,NA
7004,70,1969,0.0863575,NA,NA
7004,70,1970,0.0863575,NA,NA
7004,70,1971,0.0863575,NA,NA
7004,70,1972,0.0863575,NA,NA
7004,70,1973,0.0863575,NA,NA
7004,70,1974,0.0863575,NA,NA
7004,70,1975,0.0863575,NA,NA
7004,70,1976,0.0863575,NA,NA
7004,70,1977,0.0863575,NA,NA
7004,70,1978,0.0863575,NA,NA
7004,70,1979,0.0863575,NA,NA
7004,70,1980,0.0863575,3,3
7004,70,1981,0.0863575,NA,NA
7004,70,1982,0.0863575,NA,NA
7004,70,1983,0.0863575,NA,NA
7004,70,1984,0.0863575,NA,NA
7004,70,1985,0.0863575,NA,NA
7004,70,1986,0.0863575,NA,NA
7004,70,1987,0.0863575,NA,NA
7004,70,1988,0.0863575,NA,NA
7004,70,1989,0.0863575,NA,NA
7004,70,1990,0.0863575,3,3
7004,70,1991,0.08168600000000001,3,3
7004,70,1992,0.0770145,3,3
7004,70,1993,0.072343,3,3
7004,70,1994,0.0676715,3,3
7004,70,1995,0.063,3,3
7004,70,1996,0.063,3,2
7004,70,1997,0.063,3,2
7004,70,1998,0.063,3,2
7004,70,1999,0.07421666666666667,3,3
7004,70,2000,0.08543333333333333,3,3
7004,70,2001,0.09665,3,3
7004,70,2002,0.10786666666666667,3,3
7004,70,2003,0.11908333333333333,3,3
7004,70,2004,0.1303,3,3
7004,70,2005,0.1303,3,3
7004,70,2006,0.1303,3,3
9002,90,1946,0.36,NA,NA
9002,90,1947,0.36,NA,NA
9002,90,1948,0.36,NA,NA
9002,90,1949,0.36,NA,NA
9002,90,1950,0.36,NA,NA
9002,90,1951,0.36,NA,NA
9002,90,1952,0.36,NA,NA
9002,90,1953,0.36,NA,NA
9002,90,1954,0.36,NA,NA
9002,90,1955,0.36,NA,NA
9002,90,1956,0.36,NA,NA
9002,90,1957,0.36,NA,NA
9002,90,1958,0.36,NA,NA
9002,90,1959,0.36,NA,NA
9002,90,1960,0.36,NA,NA
9002,90,1961,0.36,NA,NA
9002,90,1962,0.36,NA,NA
9002,90,1963,0.36,NA,NA
9002,90,1964,0.36,NA,NA
9002,90,1965,0.36,NA,NA
9002,90,1966,0.36,NA,NA
9002,90,1967,0.36,NA,NA
9002,90,1968,0.36,NA,NA
9002,90,1969,0.36,NA,NA
9002,90,1970,0.36,NA,NA
9002,90,1971,0.36,NA,NA
9002,90,1972,0.36,NA,NA
9002,90,1973,0.36,NA,NA
9002,90,1974,0.36,NA,NA
9002,90,1975,0.36,NA,NA
9002,90,1976,0.36,NA,NA
9002,90,1977,0.36,NA,NA
9002,90,1978,0.36,NA,NA
9002,90,1979,0.36,NA,NA
9002,90,1980,0.36,3,4
9002,90,1981,0.36,NA,NA
9002,90,1982,0.36,NA,NA
9002,90,1983,0.36,NA,NA
9002,90,1984,0.36,NA,NA
9002,90,1985,0.36,NA,NA
9002,90,1986,0.36,NA,NA
9002,90,1987,0.36,NA,NA
9002,90,1988,0.36,NA,NA
9002,90,1989,0.36,NA,NA
9002,90,1990,0.36,3,4
9002,90,1991,0.372,3,4
9002,90,1992,0.384,3,4
9002,90,1993,0.39599999999999996,3,4
9002,90,1994,0.408,3,4
9002,90,1995,0.42,1,4
9002,90,1996,0.42,1,4
9002,90,1997,0.42,1,3
9002,90,1998,0.42,3,3
9002,90,1999,0.42166666666666663,3,3
9002,90,2000,0.42333333333333334,3,3
9002,90,2001,0.425,3,3
9002,90,2002,0.42666666666666664,3,3
9002,90,2003,0.42833333333333334,3,3
9002,90,2004,0.43,3,3
9002,90,2005,0.43,3,3
9002,90,2006,0.43,3,3
9101,91,1946,0.018,NA,NA
9101,91,1947,0.018,NA,NA
9101,91,1948,0.018,NA,NA
9101,91,1949,0.018,NA,NA
9101,91,1950,0.018,NA,NA
9101,91,1951,0.018,NA,NA
9101,91,1952,0.018,NA,NA
9101,91,1953,0.018,NA,NA
9101,91,1954,0.018,NA,NA
9101,91,1955,0.018,NA,NA
9101,91,1956,0.018,NA,NA
9101,91,1957,0.018,NA,NA
9101,91,1958,0.018,NA,NA
9101,91,1959,0.018,NA,NA
9101,91,1960,0.018,NA,NA
9101,91,1961,0.018,NA,NA
9101,91,1962,0.018,NA,NA
9101,91,1963,0.018,NA,NA
9101,91,1964,0.018,NA,NA
9101,91,1965,0.018,NA,NA
9101,91,1966,0.018,NA,NA
9101,91,1967,0.018,NA,NA
9101,91,1968,0.018,NA,NA
9101,91,1969,0.018,NA,NA
9101,91,1970,0.018,NA,NA
9101,91,1971,0.018,NA,NA
9101,91,1972,0.018,NA,NA
9101,91,1973,0.018,NA,NA
9101,91,1974,0.018,NA,NA
